rewards,steps,epsilon
-120.07211450510596,112,0.9955251999999968
19.754931201598932,62,0.993030399999995
-306.0766794378749,94,0.9892683999999923
41.259443719594074,84,0.9859023999999899
9.206977372563603,130,0.9807147999999861
-213.854681229343,126,0.9756855999999825
15.171124064203434,62,0.9731907999999807
-13.812730910701848,91,0.9695475999999781
0.13953385999679213,106,0.965310399999975
-112.44791022539498,116,0.9606771999999717
