<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
MCH,20180710,88.10,88.30,88.10,88.30,300,88.10,88.30,88.10,88.30,0,0,0
MCH,20180709,88.10,88.10,88.10,88.10,350,88.10,88.10,88.10,88.10,200000,0,0
MCH,20180706,88.10,89.90,87.80,89.90,82530,88.10,89.90,87.80,89.90,0,27020,0
MCH,20180705,90.00,90.00,89.30,89.30,76800,90.00,90.00,89.30,89.30,0,0,0
MCH,20180704,89.30,91.40,89.30,90.00,180090,89.30,91.40,89.30,90.00,0,44000,0
MCH,20180703,90.00,90.00,90.00,90.00,157500,90.00,90.00,90.00,90.00,0,122000,30400
MCH,20180702,92.90,92.90,88.00,90.00,50012,92.90,92.90,88.00,90.00,100000,141410,122900
MCH,20180629,94.50,94.50,90.00,90.00,112240,94.50,94.50,90.00,90.00,150000,259700,193200
MCH,20180628,95.00,95.00,90.90,90.90,27640,95.00,95.00,90.90,90.90,0,25200,0
MCH,20180627,90.90,94.00,90.90,90.90,24000,90.90,94.00,90.90,90.90,100000,123600,100000
MCH,20180626,95.40,95.40,90.90,90.90,7110,95.40,95.40,90.90,90.90,0,6700,0
MCH,20180625,90.20,90.50,90.20,90.20,8853,90.20,90.50,90.20,90.20,0,5900,4400
MCH,20180622,94.30,94.30,94.30,94.30,10,94.30,94.30,94.30,94.30,120000,120000,120000
MCH,20180621,95.00,95.10,90.00,95.00,6000,95.00,95.10,90.00,95.00,0,5300,0
MCH,20180620,95.00,99.00,95.00,99.00,207,95.00,99.00,95.00,99.00,100000,100000,100000
MCH,20180619,103.00,103.00,87.00,99.50,8839,103.00,103.00,87.00,99.50,0,0,0
MCH,20180618,99.00,99.00,97.00,97.00,5700,99.00,99.00,97.00,97.00,130000,130000,0
MCH,20180615,99.00,99.00,99.00,99.00,107,99.00,99.00,99.00,99.00,0,0,0
MCH,20180614,94.26,94.26,91.50,91.50,5800,98.90,98.90,96.00,96.00,0,300,3100
MCH,20180613,95.21,95.21,91.59,94.36,2726,99.90,99.90,96.10,99.00,0,0,0
MCH,20180612,95.31,95.31,90.54,95.31,9203,100.00,100.00,95.00,100.00,3938012,0,0
MCH,20180611,98.17,98.17,92.45,92.45,3800,103.00,103.00,97.00,97.00,0,0,0
MCH,20180608,95.31,98.17,90.83,94.07,5270,100.00,103.00,95.30,98.70,0,700,0
MCH,20180607,93.88,93.88,90.64,90.64,7190,98.50,98.50,95.10,95.10,0,20,0
MCH,20180606,91.59,92.93,88.73,92.93,9322,96.10,97.50,93.10,97.50,0,2600,0
MCH,20180605,85.78,92.45,85.78,92.45,5470,90.00,97.00,90.00,97.00,0,2500,0
MCH,20180604,97.22,97.22,94.36,94.36,790,102.00,102.00,99.00,99.00,100000,100000,100
MCH,20180601,90.54,95.31,90.54,95.31,1100,95.00,100.00,95.00,100.00,0,0,0
MCH,20180531,97.22,97.22,97.12,97.12,600,102.00,102.00,101.90,101.90,0,0,0
MCH,20180530,85.78,94.36,84.16,93.88,6430,90.00,99.00,88.30,98.50,0,1600,0
MCH,20180529,87.68,87.68,85.78,87.69,4704,92.00,92.00,90.00,92.00,0,0,600
