<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
NRC,20200417,8.40,8.80,8.10,8.40,97790,8.40,8.80,8.10,8.40,0,0,0
NRC,20200416,8.70,8.70,8.30,8.60,49520,8.70,8.70,8.30,8.60,0,0,0
NRC,20200415,8.50,8.90,8.50,8.70,106638,8.50,8.90,8.50,8.70,0,2400,500
NRC,20200414,9.00,9.00,8.30,8.60,42932,9.00,9.00,8.30,8.60,0,0,0
NRC,20200413,8.80,8.80,8.60,8.70,194700,8.80,8.80,8.60,8.70,0,0,0
NRC,20200410,7.30,8.00,7.30,8.00,144600,7.30,8.00,7.30,8.00,0,0,0
NRC,20200409,7.70,8.00,7.30,7.30,42582,7.70,8.00,7.30,7.30,0,0,0
NRC,20200408,7.60,7.70,7.60,7.70,8000,7.60,7.70,7.60,7.70,0,0,0
NRC,20200407,7.50,8.00,7.40,7.60,238500,7.50,8.00,7.40,7.60,0,0,0
NRC,20200406,7.00,7.70,7.00,7.30,138710,7.00,7.70,7.00,7.30,0,3000,0
NRC,20200403,7.00,7.20,7.00,7.00,63676,7.00,7.20,7.00,7.00,0,0,0
NRC,20200401,7.00,7.20,6.90,6.90,84600,7.00,7.20,6.90,6.90,0,0,0
NRC,20200331,7.00,7.20,6.80,6.80,31920,7.00,7.20,6.80,6.80,0,0,0
NRC,20200330,6.90,7.00,6.70,6.70,60683,6.90,7.00,6.70,6.70,0,17000,0
NRC,20200327,7.10,7.20,6.90,6.90,39200,7.10,7.20,6.90,6.90,0,10200,0
NRC,20200326,7.30,7.30,7.10,7.10,17460,7.30,7.30,7.10,7.10,0,11600,0
NRC,20200325,7.20,7.20,7.10,7.20,4450,7.20,7.20,7.10,7.20,0,0,0
NRC,20200324,6.40,7.50,6.40,7.00,17340,6.40,7.50,6.40,7.00,0,0,0
NRC,20200323,7.60,7.60,7.00,7.00,63906,7.60,7.60,7.00,7.00,0,0,0
NRC,20200320,7.70,7.70,7.60,7.60,24100,7.70,7.70,7.60,7.60,0,100,0
NRC,20200319,7.70,8.00,7.60,7.60,39955,7.70,8.00,7.60,7.60,0,0,0
NRC,20200318,7.50,8.00,7.50,7.90,21012,7.50,8.00,7.50,7.90,0,0,0
NRC,20200317,7.60,7.90,7.40,7.70,103600,7.60,7.90,7.40,7.70,0,0,0
NRC,20200316,7.80,8.00,7.40,7.60,39220,7.80,8.00,7.40,7.60,0,10200,0
NRC,20200313,7.90,8.20,7.70,7.80,60910,7.90,8.20,7.70,7.80,0,0,0
NRC,20200312,8.20,8.80,7.80,8.40,39283,8.20,8.80,7.80,8.40,0,0,0
NRC,20200311,7.40,8.10,7.40,8.10,119565,7.40,8.10,7.40,8.10,0,200,100
NRC,20200310,7.30,8.60,7.30,7.40,204967,7.30,8.60,7.30,7.40,0,10000,300
NRC,20200309,7.80,9.00,7.80,8.00,112900,7.80,9.00,7.80,8.00,0,200,200
NRC,20200306,7.70,8.60,7.70,8.60,423675,7.70,8.60,7.70,8.60,0,0,500
NRC,20200305,7.80,8.50,7.50,7.90,322200,7.80,8.50,7.50,7.90,0,0,0
NRC,20200304,8.10,8.10,7.70,7.80,123900,8.10,8.10,7.70,7.80,75,0,0
NRC,20200303,7.50,8.10,7.20,8.10,139159,7.50,8.10,7.20,8.10,0,10200,100
NRC,20200302,7.80,8.40,7.40,7.40,231730,7.80,8.40,7.40,7.40,0,0,0
NRC,20200228,9.00,9.00,7.70,7.70,300158,9.00,9.00,7.70,7.70,0,0,500
