<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
ILB,20190515,18.5950,18.6776,15.1239,15.2892,132510
ILB,20190516,14.6280,15.2892,14.6280,14.8760,51430
ILB,20190517,14.8760,15.0413,14.7934,15.0412,24170
ILB,20190520,14.7933,14.9586,14.6280,14.8760,34080
ILB,20190521,14.8760,15.9091,14.7934,15.2892,88000
ILB,20190522,15.7024,16.3223,15.7024,16.3222,114490
ILB,20190523,16.9420,17.4379,16.5288,17.4379,109190
ILB,20190524,18.6362,18.6362,17.4379,17.6859,163430
ILB,20190527,16.6115,17.4380,16.5289,17.1900,83990
ILB,20190528,17.0247,17.1900,16.1983,16.6115,63270
ILB,20190529,16.5289,16.5289,15.4958,15.6198,50160
ILB,20190530,15.2892,16.4462,15.2892,16.4462,54800
ILB,20190531,16.4462,16.4462,15.5371,15.5371,36060
ILB,20190603,15.1239,15.5371,15.1239,15.3718,24310
ILB,20190604,15.3718,15.7024,15.2065,15.7024,16440
ILB,20190605,16.1156,16.1156,15.5784,15.7024,8380
ILB,20190606,15.3718,15.6611,15.2892,15.2892,24600
ILB,20190607,15.7851,15.8677,14.9586,15.1239,21380
ILB,20190610,15.1652,15.7024,15.1239,15.1239,27410
ILB,20190611,15.2892,15.2892,15.1239,15.2065,10810
ILB,20190612,15.2065,15.2065,14.9999,15.0412,17460
ILB,20190613,14.9172,15.2892,14.9172,15.2892,15490
ILB,20190614,15.1239,15.2892,14.9586,14.9586,18980
ILB,20190617,14.9999,15.0412,14.8760,14.9586,17370
ILB,20190618,14.7933,15.0826,14.7520,14.7933,15580
ILB,20190619,14.7933,15.0412,14.7933,14.7933,11380
ILB,20190620,14.7107,14.8759,14.6280,14.7107,17360
ILB,20190621,15.0413,15.0413,14.7107,14.8760,2780
ILB,20190624,14.8760,14.8760,14.7934,14.8760,1850
ILB,20190625,14.8760,14.9173,14.7934,14.8346,8760
ILB,20190626,14.7933,14.8759,14.7106,14.7107,8020
ILB,20190627,14.7107,14.8760,14.7107,14.8760,13540
ILB,20190628,14.5454,14.8347,14.5454,14.7933,6120
ILB,20190701,14.7933,14.7933,14.6280,14.6280,10130
ILB,20190702,14.7106,14.7107,14.4627,14.7107,12440
ILB,20190703,14.5867,15.7024,14.5867,15.7024,68320
ILB,20190704,16.4462,16.4462,15.2892,15.7024,11010
ILB,20190705,15.6198,16.1156,15.2892,15.9917,16280
ILB,20190708,15.9504,15.9504,15.3305,15.4131,11300
ILB,20190709,15.5784,15.5784,15.0412,15.4131,9050
ILB,20190710,15.4544,15.4544,15.1238,15.1239,10610
ILB,20190711,15.1239,15.7024,14.9999,15.2065,15390
ILB,20190712,14.9586,14.9999,14.8759,14.8760,13010
ILB,20190715,15.2066,15.2066,14.2148,15.1239,15570
ILB,20190716,15.5784,15.5784,14.8760,15.1239,8980
ILB,20190717,15.1239,15.1239,14.4627,14.7107,25760
ILB,20190718,15.0413,15.0413,14.7107,14.8760,8170
ILB,20190719,15.2066,15.3719,14.8760,15.3718,22020
ILB,20190722,15.6197,15.6197,15.1239,15.1652,11250
ILB,20190723,14.9173,15.2892,14.8759,15.2065,6500
ILB,20190724,15.2065,15.2891,14.8759,14.9586,5400
ILB,20190725,15.2892,15.2892,14.9999,15.2065,17580
ILB,20190726,15.2065,15.2065,15.0412,15.0412,5490
ILB,20190729,15.0412,15.1652,15.0412,15.1239,4590
ILB,20190730,15.2892,15.8677,15.1652,15.6611,51560
ILB,20190731,15.6611,15.7851,15.4958,15.7024,66810
ILB,20190801,15.7024,16.7768,15.7024,16.7768,222090
ILB,20190802,16.7768,17.5206,16.7768,16.9421,83230
ILB,20190805,16.9008,16.9421,16.1157,16.4462,53450
ILB,20190806,15.8677,16.5288,15.8677,16.4462,59080
ILB,20190807,17.1074,17.5619,16.5288,17.5619,144890
ILB,20190808,18.1817,18.7602,18.1817,18.3470,390000
ILB,20190809,18.3883,18.6776,17.6032,17.8511,54330
ILB,20190812,17.6858,17.6858,16.9420,16.9834,82020
ILB,20190813,16.9834,17.7272,16.5289,17.0247,77210
ILB,20190814,17.0247,18.0578,17.0247,17.2726,43160
ILB,20190815,17.1900,17.5205,16.5288,17.4379,68870
ILB,20190816,17.4379,17.4379,16.8594,16.8594,65850
ILB,20190819,16.6941,17.1073,16.6941,16.9421,29220
ILB,20190820,16.8181,17.1487,16.6942,17.0660,58260
ILB,20190821,17.0660,17.2726,16.9420,17.1487,45950
ILB,20190822,17.0247,17.1900,16.9421,17.1900,28640
ILB,20190823,17.0247,17.1900,16.6115,16.6115,49630
ILB,20190826,16.6115,16.9421,16.4049,16.6115,59760
ILB,20190827,16.8594,16.8594,16.4875,16.4875,25490
ILB,20190828,16.5288,17.2726,16.4462,17.2726,47970
ILB,20190829,17.3552,17.4792,16.9420,16.9421,64490
ILB,20190830,17.2727,17.6859,17.1074,17.4379,144860
ILB,20190903,18.0164,18.0164,17.0247,17.0247,39090
ILB,20190904,17.2313,17.2313,16.6941,17.1073,5530
ILB,20190905,17.1073,17.1073,16.5288,16.9007,42610
ILB,20190906,16.9007,16.9007,15.9503,16.4462,53700
ILB,20190909,16.4462,16.5288,16.0330,16.0330,33610
ILB,20190910,16.0330,16.0330,14.9173,15.6198,82000
ILB,20190911,15.7024,15.7851,15.4132,15.6198,12650
ILB,20190912,15.6198,15.8677,15.4545,15.6198,10930
ILB,20190913,16.1157,16.1157,15.6198,15.7850,20710
ILB,20190916,15.7024,16.0329,15.5784,15.7024,15180
ILB,20190917,15.7024,15.7850,15.6198,15.7024,11780
ILB,20190918,16.1156,16.1156,15.7024,15.9503,7790
ILB,20190919,15.7024,16.0330,15.7024,16.0330,2650
