<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
DGC,20140826,5.8979,5.8979,5.2929,5.8979,22700
DGC,20140827,5.8979,6.4876,5.8979,6.4876,22100
DGC,20140828,6.4876,7.1228,6.4876,7.1228,34603
DGC,20140829,7.1228,7.8336,6.4120,7.1379,27929
DGC,20140903,7.1379,7.5614,6.6691,6.7447,7700
DGC,20140904,6.7447,6.7447,6.0793,6.0793,4251
DGC,20140905,6.0793,6.0793,5.4744,5.5198,16729
DGC,20140908,5.5198,5.8979,5.5198,5.8979,400
DGC,20140909,5.8979,5.8979,5.5500,5.8525,7900
DGC,20140910,5.8525,5.8525,5.2929,5.3383,4500
DGC,20140911,5.3383,5.3383,5.2173,5.2929,2500
DGC,20140912,5.2929,5.2929,5.0661,5.0661,900
DGC,20140915,5.0661,5.5652,5.0207,5.5349,6000
DGC,20140916,5.5349,5.5349,5.1417,5.1417,1200
DGC,20140917,5.1417,5.4442,5.1417,5.2929,1000
DGC,20140918,5.2929,5.5198,5.2929,5.5198,2200
DGC,20140919,5.5198,5.6710,5.5198,5.6710,12400
DGC,20140922,5.6710,5.9735,5.5954,5.8222,13200
DGC,20140923,5.8222,5.8222,5.6105,5.7466,7600
DGC,20140924,5.7466,5.8222,5.7466,5.8222,2500
DGC,20140925,5.8222,5.8676,5.7013,5.7164,3500
DGC,20140926,5.7164,5.7769,5.6105,5.7013,6300
DGC,20140929,5.7013,5.7466,5.7013,5.7466,6400
DGC,20140930,5.7466,5.7466,5.6710,5.6710,900
DGC,20141001,5.6710,5.7315,5.6710,5.7315,6800
DGC,20141002,5.7315,5.7315,5.5954,5.6710,7000
DGC,20141003,5.6710,5.7315,5.6559,5.6710,8100
DGC,20141006,5.6710,5.6710,5.6105,5.6105,3800
DGC,20141007,5.6105,5.6105,5.5349,5.5349,600
DGC,20141008,5.5349,5.5349,5.5198,5.5198,300
DGC,20141009,5.5198,5.5198,5.5198,5.5198,2400
DGC,20141010,5.5198,5.5198,5.4442,5.4442,2700
DGC,20141013,5.4442,5.4442,5.4442,5.4442,600
