<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
VCS,20071217,4.2183,5.9905,4.1934,4.2183,48400
VCS,20071218,4.2183,4.2832,4.2183,4.2832,2000
VCS,20071219,4.2832,4.3930,3.8589,4.2433,40900
VCS,20071220,4.2433,4.2932,4.1934,4.2433,4000
VCS,20071221,4.2433,4.2682,4.0336,4.0436,6300
VCS,20071224,4.0436,4.1934,3.8489,3.9188,7800
VCS,20071225,3.9188,3.9937,3.9188,3.9687,21600
VCS,20071226,3.9687,3.9937,3.9437,3.9437,20300
VCS,20071227,3.9437,3.9937,3.8539,3.8539,12900
VCS,20071228,3.8539,3.9437,3.8539,3.8938,9800
VCS,20080102,3.8938,3.9687,3.8938,3.9687,1300
VCS,20080103,3.9687,3.9687,3.7441,3.7690,9800
VCS,20080104,3.7690,3.7690,3.3896,3.3896,16400
VCS,20080107,3.3896,3.3896,3.1700,3.1949,24400
VCS,20080108,3.1949,3.5144,3.1949,3.4695,19600
VCS,20080109,3.4695,3.5693,3.1999,3.1999,17300
VCS,20080110,3.1999,3.4895,3.1999,3.2948,13100
VCS,20080111,3.2948,3.3946,3.2948,3.3447,22900
VCS,20080114,3.3447,3.3697,3.1300,3.2449,26700
VCS,20080115,3.2449,3.2449,2.9453,2.9953,8800
VCS,20080116,2.9953,3.3297,2.9953,3.3297,33300
VCS,20080117,3.3297,3.4945,3.2449,3.3697,19200
VCS,20080118,3.3697,3.3946,3.2449,3.2948,3800
VCS,20080121,3.2948,3.2948,3.1250,3.2698,12400
VCS,20080122,3.2698,3.2698,3.0452,3.1450,15500
VCS,20080123,3.1450,3.1450,2.9953,3.0452,14700
VCS,20080124,3.0452,3.1700,3.0002,3.0202,11600
VCS,20080125,3.0202,3.1700,3.0202,3.1650,16900
VCS,20080128,3.1650,3.2449,3.0701,3.1450,15000
VCS,20080129,3.1450,3.2898,3.1450,3.2898,40000
VCS,20080130,3.2898,3.5693,3.2898,3.5693,72000
VCS,20080131,3.5693,3.8938,3.4445,3.5444,10000
VCS,20080201,3.5444,3.7491,3.5294,3.7191,41500
VCS,20080212,3.7191,3.7191,3.4945,3.4945,26100
VCS,20080213,3.4945,3.5444,3.2948,3.2948,35500
VCS,20080214,3.2948,3.3946,3.2449,3.2698,25500
VCS,20080215,3.2698,3.2948,3.1450,3.1800,29900
VCS,20080218,3.1800,3.1800,2.8954,3.0452,19900
VCS,20080219,3.0452,3.0951,2.9453,3.0452,23200
VCS,20080220,3.0452,3.0452,2.7307,2.7307,16000
VCS,20080221,2.7307,2.7307,2.5759,2.5759,18400
VCS,20080222,2.5759,2.5959,2.3313,2.5510,23000
VCS,20080225,2.5510,2.6059,2.5510,2.6059,2200
VCS,20080226,2.6059,2.7956,2.4960,2.5460,17000
