<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
DGW,20150803,7.7068,8.3100,7.6398,7.7068,313220
DGW,20150804,7.7068,7.7739,7.1707,7.1707,9220
DGW,20150805,7.1707,7.3718,7.1037,7.3718,19420
DGW,20150806,7.3718,7.3718,6.9027,6.9027,23650
DGW,20150807,6.9027,6.9027,6.4201,6.4201,23890
DGW,20150810,6.4201,6.8356,6.4201,6.8356,11530
DGW,20150811,6.8356,7.1707,6.5006,6.5006,22830
DGW,20150812,6.5006,6.6346,6.2995,6.4335,25000
DGW,20150813,6.4335,6.5676,6.1521,6.5542,14720
DGW,20150814,6.5542,6.5542,6.3397,6.5408,3570
DGW,20150817,6.5408,6.5408,6.2459,6.4872,49820
DGW,20150818,6.4872,6.4872,6.3799,6.4335,47070
DGW,20150819,6.4335,6.5542,6.4201,6.4872,25460
DGW,20150820,6.4872,6.5676,6.3263,6.5676,102480
DGW,20150821,6.5676,6.6882,6.4603,6.6614,104370
DGW,20150824,6.6614,6.6614,6.4067,6.5274,48760
DGW,20150825,6.5274,6.5944,6.1655,6.3799,75340
DGW,20150826,6.3799,6.4737,6.1655,6.3933,105380
DGW,20150827,6.3933,6.4201,6.2727,6.2727,20510
DGW,20150828,6.2727,6.4201,6.2057,6.2191,49470
DGW,20150831,6.2191,6.3129,6.1655,6.2325,63050
DGW,20150901,6.2325,6.3263,6.1923,6.2325,64670
DGW,20150903,6.2325,6.2593,6.1119,6.2057,105250
DGW,20150904,6.2057,6.2459,6.1119,6.1119,16340
DGW,20150907,6.1119,6.1253,6.0314,6.1119,82270
DGW,20150908,6.1119,6.1119,6.0314,6.0717,57180
DGW,20150909,6.0717,6.0985,6.0180,6.0180,59660
DGW,20150910,6.0180,6.0314,6.0046,6.0180,60240
DGW,20150911,6.0180,6.0314,6.0046,6.0180,17410
DGW,20150914,6.0180,6.1521,6.0046,6.0180,69820
DGW,20150915,6.0180,6.0180,5.7634,6.0046,12800
DGW,20150916,6.0046,6.0180,5.9376,5.9644,71540
DGW,20150917,5.9644,6.2057,5.9644,6.1521,43750
DGW,20150918,6.1521,6.2995,6.1521,6.2057,44790
DGW,20150921,6.2057,6.2593,6.1253,6.1923,41170
DGW,20150922,6.1923,6.2727,6.1655,6.2727,78730
DGW,20150923,6.2727,6.2727,6.2191,6.2325,6260
DGW,20150924,6.2325,6.2727,6.0180,6.2057,47390
DGW,20150925,6.2057,6.2057,6.1655,6.1923,30020
DGW,20150928,6.1923,6.1923,6.1521,6.1655,50280
DGW,20150929,6.1655,6.1655,6.0583,6.1655,47480
DGW,20150930,6.1655,6.2727,6.1655,6.2593,25130
DGW,20151001,6.2593,6.3665,6.2459,6.3129,34670
DGW,20151002,6.3129,6.7016,6.3129,6.6480,168090
DGW,20151005,6.6480,6.9027,6.6346,6.7686,77660
DGW,20151006,6.7686,7.0367,6.7016,6.7686,102720
DGW,20151007,6.7686,6.9027,6.5944,6.6212,49580
DGW,20151008,6.6212,6.7686,6.6212,6.7016,92140
DGW,20151009,6.7012,7.1119,6.7012,6.8986,80930
DGW,20151012,6.8986,7.0941,6.5430,6.5430,89850
DGW,20151013,6.5430,6.8452,6.4541,6.8452,100500
DGW,20151014,6.8452,6.9163,6.7563,6.8097,84390
DGW,20151015,6.8097,6.8452,6.4007,6.5607,61910
DGW,20151016,6.5607,6.6674,6.2585,6.5607,94770
DGW,20151019,6.5607,6.5607,6.2229,6.3829,75400
DGW,20151020,6.3829,6.4718,6.2229,6.4363,78030
DGW,20151021,6.4363,6.4363,6.0451,6.2940,41820
DGW,20151022,6.2940,6.2940,6.0451,6.0985,80090
DGW,20151023,6.0985,6.0985,5.7073,6.0985,112570
DGW,20151026,6.0985,6.4541,6.0985,6.3829,107010
DGW,20151027,6.3829,6.4363,6.2763,6.4363,86810
DGW,20151028,6.4363,6.4363,6.1340,6.4363,75340
DGW,20151029,6.4363,6.6141,6.4363,6.6141,43620
DGW,20151030,6.6141,7.0586,6.6141,6.8274,103510
DGW,20151102,6.8274,6.9341,6.6674,6.6674,31060
DGW,20151103,6.6674,6.8274,6.5785,6.8097,102100
DGW,20151104,6.8097,6.8097,6.6141,6.6674,57600
DGW,20151105,6.6674,6.6674,6.4896,6.6319,24620
