<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
DXG,20091222,5.5713,5.5713,5.5713,5.5713,10110
DXG,20091223,5.8034,5.8034,5.8034,5.8034,2610
DXG,20091224,6.0936,6.0936,6.0936,6.0936,3600
DXG,20091225,6.3838,6.3838,6.3838,6.3838,15520
DXG,20091228,6.6740,6.6740,6.6739,6.6739,22110
DXG,20091229,6.9641,6.9641,6.9641,6.9641,38610
DXG,20091230,7.3123,7.3123,7.3123,7.3123,6900
DXG,20091231,7.6605,7.6605,7.6605,7.6605,16600
DXG,20100104,8.0087,8.0087,8.0087,8.0087,9500
DXG,20100105,8.3569,8.3569,8.3569,8.3569,20500
DXG,20100106,8.7631,8.7631,8.4149,8.4149,94440
DXG,20100107,8.1247,8.7051,8.1247,8.5890,45500
DXG,20100108,8.9372,8.9952,8.6470,8.6471,23530
DXG,20100111,8.9953,9.0533,8.7632,8.9373,14590
DXG,20100112,9.2855,9.2855,8.5310,8.5310,31540
DXG,20100113,8.1248,8.1248,8.1248,8.1248,9910
DXG,20100114,8.0668,8.3569,7.9507,8.1828,53980
DXG,20100115,7.8346,8.2408,7.7766,8.2408,15060
DXG,20100118,8.3569,8.4729,7.8346,7.8346,43440
DXG,20100119,7.8926,7.8926,7.8926,7.8926,1430
DXG,20100120,7.8926,8.0087,7.6605,7.6605,1260
DXG,20100121,7.4284,7.4284,7.3123,7.3123,23690
DXG,20100122,7.4284,7.4864,6.9641,6.9641,25790
DXG,20100125,6.6739,7.0802,6.6159,7.0221,39940
DXG,20100126,7.2542,7.3703,7.2542,7.3703,27290
DXG,20100127,7.5444,7.5444,7.0801,7.3123,10730
DXG,20100128,7.0802,7.3123,7.0221,7.0802,5940
DXG,20100129,7.1963,7.2543,7.0802,7.1962,12380
DXG,20100201,7.3123,7.3703,7.1382,7.3123,3930
DXG,20100202,7.1962,7.4864,7.1962,7.3703,12750
DXG,20100203,7.3703,7.3703,7.3123,7.3703,1010
DXG,20100204,7.1382,7.4284,7.1382,7.4284,6600
DXG,20100205,7.0802,7.3704,7.0802,7.0802,26670
DXG,20100208,7.1963,7.1963,6.7320,6.8480,18040
DXG,20100209,6.8480,6.8480,6.5578,6.8480,12680
DXG,20100210,6.8480,6.9641,6.5578,6.8480,6400
DXG,20100211,6.9641,6.9641,6.8480,6.9641,4530
DXG,20100212,7.1962,7.3123,6.7320,7.1962,12020
DXG,20100222,7.1962,7.2543,6.8480,7.2543,8050
DXG,20100223,6.9061,7.1963,6.9061,7.1962,4960
DXG,20100224,6.9060,6.9641,6.9060,6.9641,3510
DXG,20100225,6.8480,7.0221,6.7320,6.7320,6930
DXG,20100226,6.9061,6.9641,6.7320,6.7320,2800
DXG,20100301,6.7320,6.9641,6.7320,6.9061,8210
DXG,20100302,6.9061,6.9641,6.9061,6.9641,12780
DXG,20100303,7.1382,7.1382,7.0802,7.0802,8110
DXG,20100304,7.1963,7.1963,6.9641,7.0802,12170
DXG,20100305,7.0802,7.0802,6.7320,7.0802,21810
DXG,20100308,7.1963,7.1963,7.0802,7.1962,23050
DXG,20100309,7.3123,7.3123,7.0801,7.0802,3580
DXG,20100310,7.1963,7.4284,7.1382,7.4284,288980
DXG,20100311,7.7766,7.7766,7.7766,7.7766,221670
DXG,20100312,8.1248,8.1248,8.1248,8.1248,100110
DXG,20100315,8.5310,8.5310,8.4730,8.5310,86950
DXG,20100316,8.1828,8.7631,8.1248,8.1248,115140
DXG,20100317,8.2989,8.2989,7.9507,7.9507,74320
DXG,20100318,8.1248,8.1248,7.6605,8.0087,57130
DXG,20100319,8.1248,8.1248,8.0087,8.0667,100290
DXG,20100322,7.9506,8.0087,7.9506,8.0087,12480
DXG,20100323,7.8926,8.0087,7.8346,7.8346,17420
DXG,20100324,7.9507,7.9507,7.8926,7.8926,4450
DXG,20100325,7.8926,7.8926,7.7185,7.8346,33050
DXG,20100326,7.9507,8.0087,7.8346,7.8926,69020
DXG,20100329,7.9506,7.9507,7.8926,7.9507,19060
DXG,20100330,7.8927,7.9507,7.7766,7.7766,34860
DXG,20100331,7.7186,7.7766,7.6605,7.6605,23400
DXG,20100401,7.5444,7.8346,7.4284,7.8346,43260
DXG,20100402,7.6605,7.8926,7.6025,7.7185,23680
DXG,20100405,8.0087,8.0667,7.8926,8.0667,54510
DXG,20100406,8.2408,8.2408,8.0087,8.0667,20710
DXG,20100407,8.1247,8.1828,8.0667,8.0667,13810
DXG,20100408,8.1247,8.1247,8.0087,8.0667,24450
DXG,20100409,8.2408,8.4149,8.1828,8.4149,64150
DXG,20100412,8.8211,8.8212,8.8211,8.8212,12590
DXG,20100413,9.2274,9.2274,8.9373,9.2274,115230
DXG,20100414,9.5756,9.6337,8.9953,9.6337,129540
DXG,20100415,9.9239,9.9819,9.3435,9.5176,31180
DXG,20100416,9.9819,9.9819,9.6917,9.9819,52620
DXG,20100419,10.4462,10.4462,9.8658,10.3301,55680
DXG,20100420,10.2721,10.5042,10.0399,10.3301,73120
DXG,20100421,10.3881,10.4462,9.9819,10.2140,122180
DXG,20100422,10.0399,10.4461,10.0399,10.2140,52260
DXG,20100426,10.1560,10.2140,9.7497,9.7497,125360
DXG,20100427,9.7497,9.8078,9.6917,9.8078,25570
DXG,20100428,10.1560,10.1560,9.6337,9.8078,37010
DXG,20100429,10.0399,10.0399,9.6917,9.9819,40590
DXG,20100504,9.8658,9.9819,9.7498,9.8078,33670
DXG,20100505,9.8658,9.8658,9.6337,9.6337,21280
DXG,20100506,9.6917,9.6917,9.1694,9.5756,37050
DXG,20100507,9.2274,9.5176,9.1113,9.1694,92890
DXG,20100510,9.0533,9.0533,8.8212,8.8792,11950
DXG,20100511,8.8792,9.2855,8.8792,9.2855,8430
DXG,20100512,9.7498,9.7498,9.2855,9.2855,40640
DXG,20100513,9.5176,9.7498,9.4016,9.5176,22800
DXG,20100514,9.2274,9.9238,9.1694,9.9238,33760
DXG,20100517,9.9238,9.9238,9.4595,9.5176,48240
DXG,20100518,9.2274,9.2855,9.2274,9.2274,42610
DXG,20100519,9.0533,9.0533,8.8212,8.8212,38310
DXG,20100520,8.4730,9.2274,8.4730,9.2274,29640
DXG,20100521,8.8212,8.8212,8.8212,8.8212,30350
DXG,20100524,8.4730,9.1694,8.4730,9.1694,5950
DXG,20100525,8.8212,9.1114,8.7632,8.8212,10540
DXG,20100526,9.0533,9.0533,8.8212,9.0533,3710
