<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
DBC,20080318,3.2834,3.2834,1.9701,2.4485,192000
DBC,20080319,2.4954,2.4954,2.4954,2.4954,69000
DBC,20080320,2.7393,2.7393,2.7205,2.7393,88100
DBC,20080321,3.0020,3.0020,2.4766,2.4766,90500
DBC,20080324,2.4485,2.4485,2.4485,2.4485,18500
DBC,20080325,2.2046,2.2046,2.2045,2.2045,19900
DBC,20080326,1.9887,2.4109,1.9887,2.3171,290200
DBC,20080327,2.2890,2.2890,2.2890,2.2890,1000
DBC,20080328,2.3265,2.3265,2.3265,2.3265,10400
DBC,20080331,2.3640,2.3640,2.3640,2.3640,10500
DBC,20080401,2.4109,2.4109,2.4109,2.4109,2300
DBC,20080402,2.4578,2.4578,2.4578,2.4578,31000
DBC,20080403,2.5047,2.5047,2.5047,2.5047,20400
DBC,20080404,2.5516,2.5516,2.5516,2.5516,1300
DBC,20080407,2.6266,2.6267,2.6266,2.6267,100
DBC,20080408,2.7017,2.7017,2.5517,2.7017,410400
DBC,20080409,2.7205,2.7298,2.5797,2.5798,118400
DBC,20080410,2.5329,2.5329,2.5235,2.5235,5200
DBC,20080411,2.4485,2.5798,2.4485,2.5141,71600
DBC,20080416,2.5422,2.5423,2.4391,2.5423,171900
DBC,20080417,2.5986,2.5986,2.5986,2.5986,34600
DBC,20080418,2.6736,2.6736,2.5236,2.6736,268000
DBC,20080421,2.7299,2.7299,2.6267,2.6736,117400
DBC,20080422,2.7393,2.7393,2.6173,2.6173,185900
DBC,20080423,2.6267,2.6267,2.5704,2.5704,171700
DBC,20080424,2.5141,2.6548,2.5047,2.5516,126800
DBC,20080425,2.5047,2.6455,2.5047,2.6455,83000
DBC,20080428,2.6830,2.6830,2.6643,2.6830,194500
DBC,20080429,2.7580,2.7580,2.7018,2.7580,327400
DBC,20080505,2.8049,2.8330,2.7017,2.7205,118700
DBC,20080506,2.6830,2.7017,2.6830,2.6830,47500
DBC,20080507,2.6080,2.6080,2.6079,2.6079,17300
DBC,20080508,2.5329,2.5329,2.5329,2.5329,3300
DBC,20080509,2.4579,2.4579,2.4578,2.4578,8800
DBC,20080512,2.3921,2.3922,2.3921,2.3922,10200
DBC,20080513,2.3265,2.3265,2.3265,2.3265,2100
DBC,20080514,2.2608,2.2608,2.2608,2.2608,100
