Ticker,Date,Open,High,Low,Close,Volume
BMP,7/12/2006 00:00:00,3.47989,3.55666,3.47989,3.47989,151690
BMP,7/13/2006 00:00:00,3.47989,3.47989,3.45431,3.45431,27770
BMP,7/14/2006 00:00:00,3.42872,3.42872,3.37754,3.37754,18100
BMP,7/17/2006 00:00:00,3.30078,3.30078,3.22402,3.22402,30970
BMP,7/18/2006 00:00:00,3.17284,3.17284,3.17284,3.17284,51920
BMP,7/19/2006 00:00:00,3.14726,3.14726,3.07049,3.07049,19760
BMP,7/20/2006 00:00:00,3.07049,3.22402,3.01932,3.22402,59600
BMP,7/21/2006 00:00:00,3.22402,3.22402,3.12167,3.12167,14550
BMP,7/24/2006 00:00:00,3.07049,3.07049,3.01932,3.01932,15150
BMP,7/25/2006 00:00:00,2.94256,2.94256,2.91697,2.91697,113460
BMP,7/26/2006 00:00:00,2.91697,2.91697,2.86579,2.91697,106560
BMP,7/27/2006 00:00:00,3.01932,3.04491,3.01932,3.04491,65820
BMP,7/28/2006 00:00:00,3.12167,3.17284,3.12167,3.12167,75180
BMP,7/31/2006 00:00:00,3.12167,3.12167,2.99373,2.99373,48330
BMP,8/1/2006 00:00:00,2.96814,2.96814,2.89138,2.89138,35760
BMP,8/2/2006 00:00:00,2.89138,3.01932,2.86579,3.01932,133050
BMP,8/3/2006 00:00:00,3.07049,3.14726,3.07049,3.14726,141160
BMP,8/4/2006 00:00:00,3.22402,3.27519,3.22402,3.22402,164950
BMP,8/7/2006 00:00:00,3.22402,3.22402,3.12167,3.12167,69930
BMP,8/8/2006 00:00:00,3.17284,3.22402,3.17284,3.19843,33250
BMP,8/9/2006 00:00:00,3.19843,3.22402,3.19843,3.19843,75630
BMP,8/10/2006 00:00:00,3.19843,3.22402,3.17284,3.22402,72900
BMP,8/11/2006 00:00:00,3.27519,3.30078,3.27519,3.30078,107520
BMP,8/14/2006 00:00:00,3.42872,3.45431,3.42872,3.45431,109620
BMP,8/15/2006 00:00:00,3.45431,3.45431,3.32637,3.42872,86840
BMP,8/16/2006 00:00:00,3.47989,3.50548,3.47989,3.50548,159490
BMP,8/17/2006 00:00:00,3.50548,3.53107,3.50548,3.53107,155380
BMP,8/18/2006 00:00:00,3.53107,3.53107,3.50548,3.50548,100360
BMP,8/21/2006 00:00:00,3.50548,3.53107,3.47989,3.53107,111380
BMP,8/22/2006 00:00:00,3.50548,3.50548,3.50548,3.50548,248350
BMP,8/23/2006 00:00:00,3.50548,3.55666,3.50548,3.55666,162610
BMP,8/24/2006 00:00:00,3.65901,3.71018,3.65901,3.71018,221220
BMP,8/25/2006 00:00:00,3.71018,3.71018,3.68459,3.71018,101840
BMP,8/28/2006 00:00:00,3.71018,3.78694,3.71018,3.78694,100940
BMP,8/29/2006 00:00:00,3.78694,3.8637,3.78694,3.8637,109570
BMP,8/30/2006 00:00:00,3.88929,3.94047,3.88929,3.88929,92820
BMP,8/31/2006 00:00:00,3.8637,3.8637,3.78694,3.8637,92930
BMP,9/1/2006 00:00:00,3.94047,3.96605,3.94047,3.96605,68520
BMP,9/5/2006 00:00:00,4.01723,4.0684,4.01723,4.0684,113610
BMP,9/6/2006 00:00:00,4.0684,4.09399,4.0684,4.0684,165790
BMP,9/7/2006 00:00:00,4.04282,4.04282,4.01723,4.01723,223950
BMP,9/8/2006 00:00:00,4.04282,4.04282,4.04282,4.04282,100800
BMP,9/11/2006 00:00:00,4.11958,4.17075,4.11958,4.11958,155440
BMP,9/12/2006 00:00:00,4.09399,4.09399,4.0684,4.0684,73950
BMP,9/13/2006 00:00:00,4.0684,4.17075,4.04282,4.14517,60580
BMP,9/14/2006 00:00:00,4.14517,4.14517,4.14517,4.14517,106750
BMP,9/15/2006 00:00:00,4.3518,4.3518,4.32317,4.32317,225440
BMP,9/18/2006 00:00:00,4.3518,4.3518,4.3518,4.3518,69320
BMP,9/19/2006 00:00:00,4.3518,4.3518,4.32317,4.3518,140910
BMP,9/20/2006 00:00:00,4.38043,4.40906,4.38043,4.40906,78250
BMP,9/21/2006 00:00:00,4.40906,4.40906,4.38043,4.38043,45460
BMP,9/22/2006 00:00:00,4.38043,4.40906,4.38043,4.38043,25800
BMP,9/25/2006 00:00:00,4.38043,4.40906,4.3518,4.3518,40170
BMP,9/26/2006 00:00:00,4.3518,4.40906,4.3518,4.40906,59310
BMP,9/27/2006 00:00:00,4.46632,4.49495,4.46632,4.49495,87090
BMP,9/28/2006 00:00:00,4.49495,4.52358,4.49495,4.52358,70630
BMP,9/29/2006 00:00:00,4.52358,4.55221,4.52358,4.52358,50890
BMP,10/2/2006 00:00:00,4.52358,4.58084,4.52358,4.58084,50050
BMP,10/3/2006 00:00:00,4.60948,4.63811,4.60948,4.63811,46670
BMP,10/4/2006 00:00:00,4.63811,4.66674,4.63811,4.66674,64840
BMP,10/5/2006 00:00:00,4.66674,4.66674,4.52358,4.52358,67240
