Ticker,Date,Open,High,Low,Close,Volume
MCH,1/6/2017 00:00:00,24.0722,24.0722,22.5827,23.9392,53837
MCH,1/9/2017 00:00:00,22.6093,23.0083,22.3433,22.8753,22410
MCH,1/10/2017 00:00:00,22.4763,22.4763,21.0133,21.6517,56670
MCH,1/11/2017 00:00:00,21.2793,21.5453,20.2154,21.2793,49520
MCH,1/12/2017 00:00:00,21.2793,22.3433,21.2793,22.3167,15987
MCH,1/13/2017 00:00:00,21.9709,22.5827,21.5985,21.5985,12333
MCH,1/16/2017 00:00:00,21.2793,21.5187,20.4813,21.2793,5400
MCH,1/17/2017 00:00:00,21.0133,21.2793,20.6143,21.0399,15250
MCH,1/18/2017 00:00:00,21.2261,21.2261,20.8803,21.1463,11137
MCH,1/19/2017 00:00:00,21.0133,21.2527,20.4813,21.2527,26545
MCH,1/20/2017 00:00:00,21.1463,21.2793,20.7473,21.2793,11300
MCH,1/23/2017 00:00:00,20.7739,21.2793,20.5877,21.2793,39100
MCH,1/24/2017 00:00:00,20.7473,21.1463,20.7473,21.1463,4000
MCH,1/25/2017 00:00:00,21.0133,21.2793,20.7473,21.2793,9700
MCH,2/2/2017 00:00:00,21.4123,22.0773,21.4123,21.8113,5208
MCH,2/3/2017 00:00:00,21.6783,21.7315,21.0665,21.2527,12617
MCH,2/6/2017 00:00:00,20.8803,21.2793,20.7473,20.8271,3010
MCH,2/7/2017 00:00:00,21.2793,21.2793,20.1622,21.0665,68435
MCH,2/8/2017 00:00:00,20.6143,20.7473,20.6143,20.7473,400
MCH,2/9/2017 00:00:00,20.4813,21.1463,20.4813,20.5877,13900
MCH,2/10/2017 00:00:00,20.4813,20.6143,20.2154,20.2154,13920
MCH,2/13/2017 00:00:00,19.976,20.0824,19.8164,19.8164,25000
MCH,2/14/2017 00:00:00,19.5504,19.9494,19.5504,19.9494,18191
MCH,2/15/2017 00:00:00,19.8164,19.8164,19.1514,19.8164,34609
MCH,2/16/2017 00:00:00,19.1514,19.6834,19.1514,19.6568,4830
MCH,2/17/2017 00:00:00,19.4706,19.6568,19.178,19.178,6958
MCH,2/20/2017 00:00:00,19.1514,19.1514,17.2894,18.6194,14495
MCH,2/21/2017 00:00:00,19.1248,19.1248,18.513,18.5396,7960
MCH,2/22/2017 00:00:00,18.6194,18.8588,18.4864,18.8322,22730
MCH,2/23/2017 00:00:00,18.8056,19.4706,18.6194,19.4174,19200
MCH,2/24/2017 00:00:00,19.3642,19.3642,18.8056,19.2844,6900
MCH,2/27/2017 00:00:00,18.7524,19.311,18.7524,19.1514,10346
MCH,2/28/2017 00:00:00,19.2844,19.3908,18.5928,18.6194,8627
MCH,3/1/2017 00:00:00,19.1514,19.2844,18.513,18.912,8740
MCH,3/2/2017 00:00:00,18.9918,19.0716,18.5662,18.5662,20921
MCH,3/3/2017 00:00:00,18.6194,18.6194,18.4864,18.4864,14742
MCH,3/6/2017 00:00:00,18.8588,18.8588,18.0874,18.0874,10240
MCH,3/7/2017 00:00:00,18.5396,18.5928,18.5396,18.5928,11100
