Ticker,Date,Open,High,Low,Close,Volume
FRT,4/27/2018 00:00:00,44.3007,44.3007,42.3686,44.3007,2.52073e+006
FRT,5/2/2018 00:00:00,46.3709,46.3709,45.9568,46.3709,657340
FRT,5/3/2018 00:00:00,43.1415,46.2329,43.1415,43.3347,261780
FRT,5/4/2018 00:00:00,40.5745,42.5066,40.5745,41.1265,57020
FRT,5/7/2018 00:00:00,42.7274,42.7274,38.6976,41.9546,67180
FRT,5/8/2018 00:00:00,42.7826,42.7826,41.1265,41.4026,59090
FRT,5/9/2018 00:00:00,41.4026,42.3686,41.1265,42.065,96890
FRT,5/10/2018 00:00:00,42.5066,42.7274,42.0926,42.7274,89910
FRT,5/11/2018 00:00:00,43.0587,43.1967,42.2582,42.2582,23700
FRT,5/14/2018 00:00:00,42.2582,44.0247,41.5406,41.5406,40720
FRT,5/15/2018 00:00:00,42.7826,44.1351,41.6786,43.3347,82190
FRT,5/16/2018 00:00:00,44.1627,44.1627,43.3347,43.3347,113000
FRT,5/17/2018 00:00:00,44.1627,44.1627,43.6107,44.0247,40650
FRT,5/18/2018 00:00:00,44.0247,44.1627,43.6659,44.0247,35230
FRT,5/21/2018 00:00:00,44.1351,44.1351,43.0587,43.0863,58530
FRT,5/22/2018 00:00:00,44.1627,44.9908,43.0863,43.0863,188830
FRT,5/23/2018 00:00:00,42.6446,44.1627,42.6446,43.3347,148490
FRT,5/24/2018 00:00:00,46.3598,46.3598,43.6383,43.9198,186210
FRT,5/25/2018 00:00:00,43.9198,44.1544,43.9198,43.9198,185010
FRT,5/28/2018 00:00:00,43.9198,43.9198,42.4652,42.8406,31840
FRT,5/29/2018 00:00:00,43.1691,43.1691,40.8229,42.6998,48230
FRT,5/30/2018 00:00:00,42.6998,42.6998,40.8229,40.8229,89010
FRT,5/31/2018 00:00:00,40.8229,42.4652,40.8229,42.4183,30530
FRT,6/1/2018 00:00:00,42.4183,42.4183,41.996,42.3714,37140
FRT,6/4/2018 00:00:00,42.3714,42.3714,41.5268,41.7614,36140
FRT,6/5/2018 00:00:00,41.7614,42.2306,41.7614,41.8083,41780
FRT,6/6/2018 00:00:00,41.8083,41.9021,41.7614,41.9021,14560
FRT,6/7/2018 00:00:00,42.2306,42.6998,41.9021,42.2306,120650
FRT,6/8/2018 00:00:00,42.2306,42.2306,41.7614,42.1837,31310
FRT,6/11/2018 00:00:00,42.2306,42.2306,42.1368,42.2306,43460
FRT,6/12/2018 00:00:00,42.2775,42.2775,41.2921,41.7614,31120
FRT,6/13/2018 00:00:00,41.5268,42.5591,41.5268,42.2306,92830
FRT,6/14/2018 00:00:00,42.6998,42.6998,40.8229,40.8229,18400
FRT,6/15/2018 00:00:00,41.7614,41.7614,40.8698,40.8698,1690
FRT,6/18/2018 00:00:00,40.7291,40.8698,38.5237,40.8698,10520
FRT,6/19/2018 00:00:00,40.3537,40.3537,38.0545,38.0545,59070
FRT,6/20/2018 00:00:00,35.4268,38.7114,35.4268,38.7114,44480
FRT,6/21/2018 00:00:00,39.1806,39.1806,37.4914,37.5383,65370
FRT,6/22/2018 00:00:00,34.9576,38.0075,34.9576,37.0691,20150
FRT,6/25/2018 00:00:00,36.5999,37.9137,36.3652,37.1629,51350
FRT,6/26/2018 00:00:00,37.4914,37.4914,35.1922,37.0691,27380
FRT,6/27/2018 00:00:00,36.5999,38.0075,36.5999,37.7729,88550
FRT,6/28/2018 00:00:00,37.7729,38.946,37.5383,37.7729,109760
FRT,6/29/2018 00:00:00,37.7729,38.946,37.3037,38.0075,54370
FRT,7/2/2018 00:00:00,38.2422,38.2422,35.6614,36.5999,10350
FRT,7/3/2018 00:00:00,37.5383,37.5383,36.3652,36.5999,16480
FRT,7/4/2018 00:00:00,34.066,36.5999,34.066,36.5999,23410
FRT,7/5/2018 00:00:00,35.1922,36.1306,34.7229,34.7229,680
FRT,7/6/2018 00:00:00,33.7845,33.7845,32.846,33.7845,7600
FRT,7/9/2018 00:00:00,31.4853,34.2537,31.4853,32.3768,1500
FRT,7/10/2018 00:00:00,33.3153,33.3153,33.2214,33.3153,62420
FRT,7/11/2018 00:00:00,33.5499,34.2537,33.3153,34.2537,44430
FRT,7/12/2018 00:00:00,33.7845,34.6291,33.7845,34.2537,21480
FRT,7/13/2018 00:00:00,34.7229,36.5999,34.2537,36.5999,13610
FRT,7/16/2018 00:00:00,36.6468,36.6468,35.1922,36.5999,940
FRT,7/17/2018 00:00:00,35.1922,35.1922,35.1922,35.1922,750
FRT,7/18/2018 00:00:00,32.8929,36.1306,32.8929,36.1306,7960
FRT,7/19/2018 00:00:00,36.1306,36.9752,33.7845,33.7845,23540
FRT,7/20/2018 00:00:00,34.0191,34.7229,34.0191,34.7229,10370
FRT,7/23/2018 00:00:00,34.7229,35.1922,34.7229,34.7229,14610
FRT,7/24/2018 00:00:00,34.1599,34.4883,34.1599,34.4883,4080
FRT,7/25/2018 00:00:00,34.4883,34.7229,34.4883,34.4883,5600
