Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10W,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ
EMG,17.8,17.8,0.0,0.0,0.0,0.0,11.0,0.0,17.8,15.2,0.0,0.0,53.0,3.0,0.0,0.0,14.0,0.0,1.1710526315789476,272727.2727272727
EMS,50.0,50.0,50.0,50.0,50.0,2900.0,976.0,774.0,60.0,31.0,0.0,0.0,458.0,9.16,0.0,0.0,21.0,0.0,1.935483870967742,9385.245901639346
EPH,9.0,9.0,0.0,0.0,0.0,0.0,67.0,0.0,11.6,9.0,0.0,0.0,22.0,2.5,0.0,0.0,9.0,0.0,1.2888888888888888,37313.432835820895
EURUSD,1.24,0.0,1.24,1.24,1.24,0.0,163813.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EVE,17.45,17.85,17.85,17.45,17.85,56720.0,249824.0,104284.0,21.6,15.5,1239.0,14.1,733.0,41.5,22.1,0.21,6.0,2020.0,1.3935483870967742,166.11694633021648
EVG,5.5,5.7,5.7,5.5,5.79,496800.0,353395.0,542549.0,19.3,4.8,881.0,6.2,165.0,30.0,11.7,0.51,8.0,429.0,4.020833333333334,84.89084452241826
FBC,21.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,15.0,0.0,0.0,78.0,3.7,0.0,0.0,32.0,0.0,1.4,3700000.0
FCM,5.79,5.8,5.99,5.71,5.99,55290.0,143873.0,134691.0,8.8,4.6,850.0,6.8,237.0,41.0,13.9,0.42,5.0,973.0,1.9130434782608698,284.97355306416074
FCN,19.3,19.8,19.8,19.3,20.0,231580.0,648020.0,305566.0,24.3,15.5,1943.0,9.9,1049.0,87.35,25.7,0.96,13.0,2761.0,1.567741935483871,134.79522236967995
FCS,10.0,10.0,0.0,0.0,0.0,0.0,204.0,0.0,12.2,8.6,-2161.0,-4.6,294.0,29.45,5.4,0.0,-40.0,0.0,1.4186046511627908,144362.74509803922
FDC,26.1,26.1,0.0,0.0,0.0,0.0,3437.0,807.0,30.0,17.5,416.0,62.7,1008.0,38.63,15.0,0.14,3.0,-313.0,1.7142857142857142,11239.453011347105
FDG,1.2,1.2,0.0,0.0,0.0,0.0,364.0,0.0,1.5,1.1,-1010.0,-1.2,16.0,13.2,-6.0,0.54,17.0,-530.0,1.3636363636363635,36263.73626373626
FDT,43.0,43.0,0.0,0.0,0.0,0.0,17.0,150.0,45.6,28.4,2843.0,15.1,131.0,3.05,13.5,0.07,24.0,1470.0,1.6056338028169015,179411.76470588235
FHN,40.5,40.5,0.0,0.0,0.0,0.0,1.0,0.0,40.5,40.5,141.0,287.2,122.0,3.0,16.0,0.0,2.0,192.0,1.0,3000000.0
FID,2.6,2.6,0.0,0.0,0.0,0.0,17943.0,7322.0,2.8,1.4,69.0,37.7,57.0,23.54,10.2,0.2,1.0,0.0,2.0,1311.9322298389343
FIT,6.24,6.24,6.24,6.2,6.37,420320.0,1899505.0,564469.0,13.3,4.1,416.0,15.0,1590.0,254.73,15.7,0.64,3.0,440.0,3.243902439024391,134.1033585065583
FLC,5.85,5.82,5.85,5.79,6.04,7893870.0,11270311.0,7770065.0,8.2,5.3,686.0,8.5,3994.0,682.7,13.5,0.61,5.0,1535.0,1.5471698113207546,60.5750808473697
FMC,29.7,29.8,29.8,29.25,30.0,228860.0,379938.0,264522.0,32.5,13.5,2881.0,10.3,1158.0,39.0,14.7,0.38,20.0,2635.0,2.4074074074074074,102.64832683227263
FOX,87.0,90.8,93.0,85.0,93.0,16000.0,7754.0,10055.0,92.5,66.2,5785.0,15.0,13118.0,150.78,21.9,0.0,30.0,6088.0,1.3972809667673716,19445.447510962083
FPT,62.0,62.0,62.3,61.9,62.9,1247240.0,2269024.0,2277813.0,64.4,38.1,5513.0,11.2,32920.0,530.94,24.9,0.8,27.0,3749.0,1.6902887139107612,233.99488061827466
FT1,54.0,54.0,0.0,0.0,0.0,0.0,68.0,100.0,71.0,21.7,0.0,0.0,382.0,7.08,0.0,0.0,33.0,0.0,3.2718894009216593,104117.64705882354
FTI,9.0,9.0,0.0,0.0,0.0,0.0,387.0,10.0,10.9,5.7,-1646.0,-5.5,35.0,3.94,8.7,0.0,-19.0,0.0,1.912280701754386,10180.878552971575
FTM,15.3,15.2,15.2,15.1,15.4,363690.0,748004.0,555829.0,15.7,11.4,754.0,20.3,765.0,50.0,11.6,0.13,7.0,460.0,1.3771929824561402,66.8445623285437
FTS,16.75,16.9,16.8,16.55,16.9,58590.0,93295.0,118466.0,17.0,11.1,2.0,8375.0,1665.0,99.38,0.0,0.88,0.0,0.0,1.5315315315315317,1065.2232166782785
FUCTVGF1,13.5,13.5,0.0,0.0,0.0,0.0,106.0,21.0,14.0,8.8,-739.0,-18.3,202.0,15.0,0.0,-0.43,0.0,0.0,1.5909090909090908,141509.43396226416
FUCVREIT,10.7,10.7,10.7,10.7,10.7,270.0,3260.0,1207.0,25.8,8.3,0.0,0.0,53.0,5.0,0.0,-1.45,0.0,0.0,3.108433734939759,1533.7423312883436
FUESSV50,15.28,15.35,15.35,15.28,15.35,52340.0,92915.0,83411.0,15.9,10.7,0.0,0.0,150.0,9.8,0.0,0.73,0.0,0.0,1.485981308411215,105.4727439057203
G20,1.4,1.4,1.5,1.4,1.5,7300.0,5139.0,3020.0,3.3,1.3,-1636.0,-0.9,20.0,28.8,3.9,-0.44,-41.0,435.0,2.5384615384615383,5604.203152364274
G36,5.5,5.6,6.0,5.5,6.0,12600.0,13883.0,28062.0,12.3,5.3,627.0,8.8,515.0,93.6,10.8,0.0,6.0,229.0,2.3207547169811322,6742.058632860332
GAS,129.3,128.0,129.2,127.1,129.7,804260.0,821408.0,622219.0,136.1,51.3,5004.0,25.8,247474.0,1913.95,22.6,1.05,23.0,3663.0,2.6530214424951266,2330.0844403755505
GBPJPY,152.56,0.0,152.26,152.22,152.6,0.0,402714.0,0.0,153.6,145.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0527758738862234,0.0
GBPUSD,1.42,0.0,1.42,1.42,1.42,0.0,232635.0,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GCB,7.0,7.0,0.0,0.0,0.0,0.0,132.0,298.0,7.8,4.3,0.0,0.0,28.0,4.04,0.0,0.0,7.0,0.0,1.8139534883720931,30606.060606060604
GDT,48.0,46.5,46.5,46.5,49.0,22180.0,13742.0,18802.0,58.9,45.5,6782.0,7.1,716.0,14.9,17.2,0.15,40.0,6412.0,1.2945054945054946,1084.2672100130985
GDW,14.2,14.2,0.0,0.0,0.0,0.0,827.0,10.0,21.3,11.8,2266.0,6.3,135.0,9.5,15.5,0.0,11.0,0.0,1.8050847457627117,11487.303506650544
GEG,13.5,13.6,13.4,13.4,13.6,51600.0,15164.0,31469.0,16.1,10.8,1630.0,8.3,1311.0,97.09,13.6,0.0,16.0,979.0,1.4907407407407407,6402.664204695332
GER,4.1,4.1,0.0,0.0,0.0,0.0,87.0,0.0,9.1,0.9,0.0,0.0,9.0,2.2,11.1,0.0,1.0,0.0,10.11111111111111,25287.356321839085
GEX,38.8,39.1,39.3,38.8,39.3,403280.0,1286251.0,840286.0,39.8,18.8,2905.0,13.4,10352.0,266.8,23.6,1.03,21.0,1720.0,2.1170212765957444,207.4245228963865
GGG,0.5,0.5,0.0,0.0,0.0,0.0,5627.0,5000.0,0.8,0.5,0.0,0.0,5.0,9.64,0.0,2.77,7.0,0.0,1.6,1713.1686511462592
GHC,35.9,35.7,35.9,35.9,36.0,600.0,2648.0,615.0,36.2,27.3,2800.0,12.8,736.0,41.0,8.3,0.0,34.0,1687.0,1.3260073260073262,15483.383685800603
GIL,43.5,43.6,44.2,43.35,44.3,8230.0,83375.0,69314.0,48.5,29.2,11146.0,3.9,606.0,12.67,44.0,0.47,26.0,6232.0,1.6609589041095891,151.9640179910045
GKM,12.1,12.2,12.2,12.1,12.2,4500.0,44378.0,21570.0,16.6,11.0,525.0,23.0,54.0,13.5,14.3,-0.25,23.0,0.0,1.5090909090909093,304.2047861553022
GLT,63.8,63.8,0.0,0.0,0.0,0.0,496.0,171.0,77.3,36.5,3726.0,17.1,589.0,9.22,10.8,-0.54,27.0,2867.0,2.117808219178082,18588.709677419356
GMC,26.0,26.8,25.2,25.2,26.8,5570.0,9444.0,13279.0,29.5,23.7,4417.0,5.9,404.0,15.51,19.2,-0.26,22.0,4142.0,1.2447257383966246,1642.312579415502
GMD,29.3,29.2,29.2,29.05,29.5,675040.0,1111938.0,924272.0,37.4,26.1,1748.0,16.8,8447.0,288.28,24.6,0.65,8.0,1324.0,1.432950191570881,259.2590594079885
GMX,25.0,25.0,0.0,0.0,0.0,0.0,499.0,90.0,37.4,21.8,3905.0,6.4,133.0,5.32,14.9,0.77,26.0,3868.0,1.7155963302752293,10661.322645290582
GND,20.5,20.5,20.6,20.5,20.6,2000.0,588.0,1223.0,42.0,12.7,0.0,0.0,184.0,9.0,0.0,0.0,24.0,0.0,3.3070866141732287,15306.122448979591
GSM,11.0,10.8,11.0,11.0,11.0,6000.0,23798.0,19600.0,13.0,8.9,1669.0,6.6,314.0,28.56,11.8,0.0,14.0,900.0,1.4606741573033708,1200.1008488108243
GSP,15.0,15.0,14.9,14.6,15.0,53590.0,13167.0,41335.0,15.4,11.3,1730.0,8.7,450.0,30.0,12.9,-0.17,14.0,1705.0,1.3628318584070795,2278.42333105491
GTA,15.4,15.3,15.3,15.0,15.4,1150.0,3200.0,3479.0,18.9,11.4,1647.0,9.4,160.0,9.83,16.8,0.04,10.0,1479.0,1.657894736842105,3071.875
GTD,10.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,30.0,8.5,0.0,0.0,93.0,9.3,0.0,0.0,-17.0,0.0,3.5294117647058822,1550000.0
GTH,4.5,4.5,0.0,0.0,0.0,0.0,45.0,40.0,9.5,3.9,0.0,0.0,12.0,2.74,0.0,0.0,3.0,0.0,2.435897435897436,60888.8888888889
GTN,11.05,11.05,10.95,10.95,11.35,467930.0,760934.0,860731.0,18.8,10.1,56.0,197.3,2763.0,250.0,15.0,0.41,4.0,60.0,1.8613861386138615,328.5436056215125
GTS,6.3,6.3,0.0,0.0,0.0,0.0,519.0,195.0,13.3,6.2,1223.0,5.2,180.0,28.5,11.3,0.0,12.0,1008.0,2.1451612903225805,54913.294797687864
GTT,0.3,0.3,0.0,0.0,0.0,0.0,26534.0,48739.0,0.7,0.3,-3662.0,-0.1,13.0,43.5,-14.5,0.15,25.0,-5718.0,2.3333333333333335,1639.4060450742445
GVR,10.7,10.7,10.8,10.6,10.9,83800.0,220490.0,146400.0,12.9,10.3,0.0,0.0,1061.0,99.14,0.0,0.0,18.0,0.0,1.2524271844660193,449.6349040772824
GVT,10.8,10.8,0.0,0.0,0.0,0.0,1059.0,20.0,10.8,7.6,1457.0,7.4,79.0,7.35,12.1,0.0,17.0,1660.0,1.4210526315789476,6940.509915014164
H11,4.0,4.0,0.0,0.0,0.0,0.0,50.0,240.0,12.7,4.0,0.0,0.0,4.0,1.06,0.0,0.0,0.0,0.0,3.175,21200.0
HAB,12.7,12.5,12.7,12.7,12.7,200.0,426.0,230.0,12.7,11.0,0.0,0.0,25.0,2.0,0.0,0.0,5.0,0.0,1.1545454545454545,4694.835680751174
HAC,3.6,3.6,3.4,3.4,3.6,1100.0,15220.0,1894.0,4.6,3.4,0.0,0.0,105.0,29.18,0.0,0.0,0.0,0.0,1.352941176470588,1917.2141918528253
HAD,48.9,50.6,47.0,47.0,48.9,600.0,1058.0,973.0,54.5,34.9,3482.0,14.0,196.0,4.0,39.0,0.53,18.0,4278.0,1.5616045845272206,3780.718336483932
HAF,33.0,33.0,0.0,0.0,0.0,0.0,91.0,0.0,33.0,6.5,0.0,0.0,478.0,14.5,0.0,0.0,8.0,0.0,5.076923076923077,159340.65934065933
HAG,5.67,5.8,5.79,5.67,5.85,4945260.0,7249179.0,6858127.0,9.8,5.3,779.0,7.3,5259.0,927.47,19.7,0.96,2.0,-1100.0,1.8490566037735852,127.94138481061096
HAH,15.8,15.8,15.8,15.55,16.0,4940.0,103052.0,79017.0,25.6,15.8,4267.0,3.7,545.0,34.51,24.2,0.42,18.0,3858.0,1.620253164556962,334.879478321624
HAI,3.99,3.73,3.75,3.72,3.99,2528270.0,2832065.0,1255487.0,22.5,3.5,239.0,16.7,729.0,182.68,17.4,0.75,2.0,536.0,6.428571428571429,64.50416921927993
HAM,18.0,18.0,0.0,0.0,0.0,0.0,310.0,200.0,19.5,13.8,0.0,0.0,112.0,6.23,0.0,0.0,21.0,0.0,1.4130434782608694,20096.774193548386
HAN,11.8,11.8,0.0,0.0,0.0,0.0,150.0,0.0,12.0,9.0,934.0,12.6,1664.0,141.05,11.6,0.0,7.0,0.0,1.3333333333333333,940333.3333333334
HAP,3.72,3.72,3.72,3.72,3.73,12740.0,24936.0,15424.0,5.4,3.4,242.0,15.4,207.0,55.47,12.0,0.36,2.0,233.0,1.5882352941176472,2224.494706448508
HAR,7.39,7.49,7.6,7.39,7.6,511940.0,1783282.0,1316309.0,15.7,3.2,273.0,27.1,747.0,101.13,10.7,-0.64,3.0,180.0,4.906249999999999,56.710043616208765
HAS,9.6,9.6,10.0,9.47,10.0,260.0,12321.0,4056.0,10.4,6.3,2399.0,4.0,77.0,7.8,18.7,0.52,13.0,1859.0,1.650793650793651,633.0654979303628
HAT,36.3,36.3,36.0,36.0,36.3,2600.0,2385.0,1615.0,47.5,32.0,8706.0,4.2,113.0,3.12,21.5,0.21,61.0,4774.0,1.484375,1308.1761006289307
HAV,8.8,8.8,0.0,0.0,0.0,0.0,846.0,0.0,9.2,1.4,0.0,0.0,29.0,3.3,0.0,0.0,0.0,0.0,6.571428571428571,3900.709219858156
HAX,20.4,20.2,20.2,20.0,20.8,37580.0,139431.0,120182.0,33.6,19.6,2404.0,8.5,476.0,35.01,16.7,0.78,22.0,3386.0,1.7142857142857142,251.0919379478021
HBC,47.1,47.25,47.9,47.1,48.4,932540.0,1795329.0,2033867.0,63.8,36.2,6621.0,7.1,6116.0,129.85,19.0,0.34,35.0,4415.0,1.7624309392265192,72.3265763545289
HBD,12.6,11.0,12.6,12.6,12.6,100.0,124.0,90.0,16.4,9.2,1009.0,12.5,19.0,1.9,0.0,0.21,13.0,2264.0,1.7826086956521738,15322.58064516129
HBE,9.0,9.0,0.0,0.0,0.0,0.0,340.0,0.0,9.2,6.5,747.0,12.0,20.0,2.23,11.3,-0.04,6.0,790.0,1.4153846153846152,6558.823529411765
HBH,2.7,2.7,0.0,0.0,0.0,0.0,39.0,10.0,12.1,2.4,107.0,25.2,43.0,16.0,6.9,0.0,2.0,0.0,5.041666666666667,410256.41025641025
HBS,2.4,2.6,2.4,2.4,2.4,200.0,7137.0,4986.0,3.8,2.4,85.0,28.2,79.0,33.0,11.4,0.52,1.0,57.0,1.5833333333333333,4623.791509037411
HC3,27.5,27.5,27.5,27.5,27.5,7500.0,7184.0,6710.0,32.9,20.7,10060.0,2.7,427.0,15.54,34.6,0.0,45.0,0.0,1.5893719806763285,2163.140311804009
HCC,18.5,18.3,18.4,18.4,18.6,5500.0,8004.0,7338.0,28.4,14.7,3221.0,5.7,121.0,6.52,14.2,0.34,23.0,3467.0,1.9319727891156462,814.5927036481759
HCD,8.13,8.28,8.11,8.11,8.29,21850.0,234821.0,198933.0,10.3,7.5,979.0,8.3,110.0,26.33,12.8,0.26,13.0,1474.0,1.3733333333333335,112.12796129818031
HCI,3.9,3.9,0.0,0.0,0.0,0.0,3.0,10.0,10.9,3.9,0.0,0.0,20.0,5.23,0.0,0.0,-8.0,0.0,2.794871794871795,1743333.3333333335
HCM,80.8,81.5,81.5,80.6,82.4,428320.0,453586.0,564903.0,92.0,29.7,4278.0,18.9,10484.0,129.52,21.5,1.25,20.0,2351.0,3.0976430976430978,285.5467320419943
HCS,7.0,7.0,0.0,0.0,0.0,0.0,81.0,270.0,8.8,6.1,0.0,0.0,16.0,2.25,0.0,0.0,15.0,0.0,1.4426229508196724,27777.777777777777
HCT,22.0,22.0,0.0,0.0,0.0,0.0,88.0,10.0,22.0,13.1,928.0,23.7,44.0,2.02,20.6,0.3,4.0,863.0,1.6793893129770994,22954.545454545452
HD2,13.6,13.7,13.0,13.0,13.6,31300.0,49513.0,48826.0,15.4,10.1,0.0,0.0,122.0,8.96,0.0,0.0,21.0,0.0,1.5247524752475248,180.96257548522613
HDA,9.5,9.4,9.3,9.3,9.5,7200.0,41831.0,59746.0,10.7,7.2,1590.0,6.0,109.0,11.5,13.1,0.62,13.0,1470.0,1.486111111111111,274.9157323516053
HDB,51.8,50.8,50.9,50.6,52.4,4624790.0,4243024.0,4327484.0,51.8,39.7,1780.0,29.1,50816.0,981.0,14.3,0.65,14.0,0.0,1.304785894206549,231.20302878324514
HDC,17.4,17.4,0.0,0.0,0.0,0.0,316255.0,644886.0,18.5,9.8,1781.0,9.8,784.0,45.08,15.9,0.24,11.0,1290.0,1.887755102040816,142.5432008980095
HDG,50.1,50.1,0.0,0.0,0.0,0.0,152158.0,214192.0,53.5,27.9,2605.0,19.2,3806.0,75.97,27.5,0.29,13.0,2671.0,1.917562724014337,499.28363937486034
HDM,25.0,25.0,0.0,0.0,0.0,0.0,410.0,381.0,31.4,23.0,4139.0,6.0,250.0,10.0,43.6,0.0,19.0,0.0,1.3652173913043477,24390.243902439026
HDO,0.6,0.6,0.0,0.0,0.0,0.0,7826.0,31765.0,1.3,0.6,-1348.0,-0.4,9.0,14.82,4.1,0.49,-79.0,-2327.0,2.166666666666667,1893.687707641196
HDP,14.0,14.0,0.0,0.0,0.0,0.0,1007.0,300.0,16.4,11.3,376.0,37.2,86.0,6.76,14.2,0.0,10.0,0.0,1.4513274336283184,6713.008937437934
HDW,7.5,7.5,0.0,0.0,0.0,0.0,53.0,120.0,14.0,6.6,333.0,22.5,239.0,31.88,10.9,0.0,8.0,0.0,2.121212121212121,601509.4339622641
HEC,21.4,21.4,0.0,0.0,0.0,0.0,398.0,20.0,26.6,12.4,0.0,0.0,90.0,4.2,0.0,0.0,8.0,0.0,2.1451612903225805,10552.763819095479
HEJ,12.8,12.8,0.0,0.0,0.0,0.0,886.0,5010.0,15.0,8.6,0.0,0.0,56.0,4.4,0.0,0.0,9.0,0.0,1.744186046511628,4966.139954853274
HEM,14.2,14.2,0.0,0.0,0.0,0.0,616.0,63.0,17.2,11.0,2187.0,6.5,523.0,36.8,15.5,0.0,14.0,1831.0,1.5636363636363635,59740.25974025973
HEP,10.0,10.0,0.0,0.0,0.0,0.0,381.0,0.0,10.0,10.0,0.0,0.0,60.0,6.0,0.0,0.0,1.0,0.0,1.0,15748.031496062991
HES,13.9,13.9,0.0,0.0,0.0,0.0,2.0,0.0,13.9,6.0,175.0,79.4,129.0,9.3,12.2,0.0,4.0,562.0,2.316666666666667,4650000.0
HEV,11.9,11.9,0.0,0.0,0.0,0.0,728.0,280.0,12.9,10.3,1739.0,6.8,12.0,1.0,15.8,0.25,11.0,1823.0,1.2524271844660193,1373.6263736263738
HFB,10.0,10.0,0.0,0.0,0.0,0.0,60.0,220.0,12.7,4.9,0.0,0.0,91.0,9.1,0.0,0.0,11.0,0.0,2.591836734693877,151666.6666666667
HFC,15.1,15.1,0.0,0.0,0.0,0.0,72.0,0.0,24.3,10.0,0.0,0.0,92.0,6.09,0.0,0.0,6.0,0.0,2.43,84583.33333333333
HFT,23.4,23.4,0.0,0.0,0.0,0.0,215.0,0.0,27.5,12.8,329.0,71.1,234.0,10.0,8.2,0.0,4.0,120.0,2.1484375,46511.62790697674
HGM,38.5,38.5,0.0,0.0,0.0,0.0,576.0,1670.0,42.9,31.5,2124.0,18.1,485.0,12.6,16.8,-0.12,13.0,1386.0,1.361904761904762,21875.0
HHA,96.0,96.0,0.0,0.0,0.0,0.0,96.0,246.0,120.0,44.1,8108.0,11.8,566.0,5.9,23.3,0.0,20.0,0.0,2.7210884353741496,61458.333333333336
HHC,99.0,99.0,0.0,0.0,0.0,0.0,2002.0,0.0,99.9,45.1,2052.0,48.2,1626.0,16.43,21.4,0.15,10.0,2046.0,2.215077605321508,8206.793206793207
HHG,5.7,5.7,0.0,0.0,0.0,0.0,229406.0,439292.0,8.8,5.5,1323.0,4.3,164.0,28.84,12.3,0.69,11.0,1408.0,1.6,125.71597952974203
HHS,4.0,4.0,0.0,0.0,0.0,0.0,1852892.0,1098054.0,5.7,3.7,335.0,11.9,1099.0,274.74,11.7,0.37,3.0,511.0,1.5405405405405406,148.27631615873997
HHV,11.0,11.0,0.0,0.0,0.0,0.0,25.0,10.0,11.1,9.5,463.0,23.8,87.0,7.94,19.6,0.0,20.0,0.0,1.1684210526315788,317600.0
HID,3.0,3.0,0.0,0.0,0.0,0.0,178427.0,102834.0,5.6,2.7,903.0,3.3,95.0,32.55,11.8,0.45,8.0,657.0,2.074074074074074,182.42754740033737
HIG,6.4,6.4,0.0,0.0,0.0,0.0,12771.0,6800.0,7.4,4.1,79.0,81.0,144.0,21.92,15.1,0.0,1.0,-62.0,1.804878048780488,1716.3886931328793
HII,27.5,27.5,0.0,0.0,0.0,0.0,112421.0,63747.0,38.1,13.0,4071.0,6.8,374.0,13.6,22.5,0.34,20.0,0.0,2.930769230769231,120.97383940722818
HJS,22.0,22.0,0.0,0.0,0.0,0.0,11326.0,60430.0,27.0,15.3,1870.0,11.8,462.0,21.0,13.8,-0.4,16.0,1256.0,1.7647058823529411,1854.140914709518
HKB,2.0,2.0,0.0,0.0,0.0,0.0,380505.0,127454.0,6.6,1.8,-1277.0,-1.6,103.0,51.6,10.2,2.28,-13.0,1138.0,3.6666666666666665,135.60925612015612
HKP,5.2,5.2,0.0,0.0,0.0,0.0,168.0,0.0,24.7,4.7,0.0,0.0,21.0,4.0,0.0,0.0,6.0,0.0,5.25531914893617,23809.52380952381
HKT,2.4,2.4,0.0,0.0,0.0,0.0,14372.0,2980.0,5.4,2.2,189.0,12.7,13.0,5.86,12.3,0.05,2.0,406.0,2.4545454545454546,407.73726690787646
HLA,0.4,0.4,0.0,0.0,0.0,0.0,18525.0,2092.0,0.6,0.3,-7655.0,-0.1,14.0,34.46,-37.5,0.3,20.0,-10797.0,2.0,1860.1889338731444
HLB,70.0,70.0,0.0,0.0,0.0,0.0,2.0,0.0,70.0,17.9,0.0,0.0,210.0,3.0,0.0,0.0,24.0,0.0,3.910614525139665,1500000.0
HLC,7.2,7.2,0.0,0.0,0.0,0.0,476.0,319.0,28.0,6.2,2143.0,3.4,183.0,25.42,12.6,0.23,16.0,1943.0,4.516129032258064,53403.36134453782
HLD,19.9,19.9,0.0,0.0,0.0,0.0,63044.0,74833.0,21.6,10.0,1445.0,13.8,398.0,40.0,12.4,0.06,12.0,1114.0,2.16,634.4775077723494
HLG,9.7,9.7,0.0,0.0,0.0,0.0,8917.0,25635.0,12.0,8.1,2847.0,3.4,430.0,44.23,14.3,0.29,20.0,3197.0,1.4814814814814816,4960.188404171806
HLR,5.4,5.4,0.0,0.0,0.0,0.0,69.0,0.0,10.0,5.4,345.0,15.7,9.0,1.65,11.5,0.0,11.0,0.0,1.8518518518518516,23913.043478260868
HLY,15.6,15.6,0.0,0.0,0.0,0.0,160.0,0.0,16.6,9.9,973.0,16.0,16.0,1.0,21.5,1.07,5.0,3235.0,1.676767676767677,6250.0
HMC,16.85,16.85,0.0,0.0,0.0,0.0,20700.0,20024.0,17.0,9.3,3834.0,4.4,354.0,21.0,18.7,-0.2,21.0,3053.0,1.8279569892473118,1014.4927536231885
HMG,7.2,7.2,0.0,0.0,0.0,0.0,80.0,0.0,8.6,6.3,0.0,0.0,65.0,9.0,10.2,0.0,13.0,0.0,1.3650793650793651,112500.0
HMH,10.3,10.3,0.0,0.0,0.0,0.0,22158.0,54669.0,11.3,10.1,1677.0,6.1,136.0,13.17,20.5,0.21,8.0,2325.0,1.118811881188119,594.3677227186569
HMS,35.0,35.0,0.0,0.0,0.0,0.0,48042.0,5370.0,44.1,25.7,0.0,0.0,280.0,8.0,0.0,0.0,18.0,0.0,1.7159533073929962,166.52096082594397
HNA,10.0,10.0,0.0,0.0,0.0,0.0,968.0,110.0,23.0,8.8,39.0,256.4,2257.0,225.66,9.9,0.0,0.0,84.0,2.6136363636363633,233119.8347107438
HNB,14.6,14.6,0.0,0.0,0.0,0.0,138.0,0.0,35.2,14.5,960.0,15.2,139.0,9.5,10.7,0.0,10.0,1006.0,2.427586206896552,68840.57971014493
HND,10.9,10.9,0.0,0.0,0.0,0.0,8687.0,19140.0,13.6,6.9,800.0,13.6,5450.0,500.0,10.4,0.0,8.0,581.0,1.971014492753623,57557.26948313572
HNF,42.7,42.7,0.0,0.0,0.0,0.0,13638.0,352.0,56.5,26.3,2501.0,17.1,854.0,20.0,15.1,0.0,17.0,1582.0,2.1482889733840302,1466.4906877841327
HNG,8.7,8.7,0.0,0.0,0.0,0.0,3027837.0,2318738.0,12.4,6.2,1407.0,6.2,6674.0,767.14,13.7,0.96,5.0,-1244.0,2.0,253.3623837742917
HNI,36.0,36.0,0.0,0.0,0.0,0.0,602.0,1520.0,39.9,29.0,0.0,0.0,428.0,11.89,0.0,0.0,36.0,0.0,1.3758620689655172,19750.830564784053
HNM,3.5,3.5,0.0,0.0,0.0,0.0,12699.0,25571.0,6.2,3.3,-19.0,-184.2,70.0,20.0,10.4,0.17,0.0,77.0,1.878787878787879,1574.9271596188676
HNP,27.0,27.0,0.0,0.0,0.0,0.0,303.0,0.0,31.7,19.9,0.0,0.0,135.0,5.0,0.0,0.0,18.0,0.0,1.5929648241206031,16501.6501650165
HOM,3.9,3.9,0.0,0.0,0.0,0.0,8165.0,1470.0,5.5,3.8,25.0,156.0,281.0,69.23,13.3,0.21,0.0,761.0,1.4473684210526316,8478.87323943662
HOT,48.3,48.3,0.0,0.0,0.0,0.0,599.0,3887.0,64.2,12.1,1446.0,33.4,386.0,8.0,14.0,-0.12,10.0,1328.0,5.305785123966943,13355.592654424041
HPB,11.3,11.3,0.0,0.0,0.0,0.0,197.0,620.0,16.3,9.5,3946.0,2.9,44.0,3.66,0.0,0.76,10.0,0.0,1.7157894736842105,18578.680203045686
HPD,18.0,18.0,0.0,0.0,0.0,0.0,300.0,410.0,20.0,6.6,2625.0,6.9,150.0,8.31,13.0,0.0,16.0,880.0,3.0303030303030303,27700.000000000004
HPG,59.0,59.0,0.0,0.0,0.0,0.0,5697780.0,3940365.0,66.7,26.7,5278.0,11.2,89508.0,1516.97,21.4,0.96,25.0,4352.0,2.49812734082397,266.23878071810424
HPI,14.2,14.2,0.0,0.0,0.0,0.0,54876.0,65730.0,38.2,9.4,1521.0,9.3,852.0,60.0,0.0,0.0,9.0,0.0,4.0638297872340425,1093.3741526350316
HPM,13.7,13.7,0.0,0.0,0.0,0.0,451.0,180.0,20.8,13.7,-913.0,-15.0,52.0,3.8,8.3,-0.06,-19.0,-433.0,1.518248175182482,8425.72062084257
HPP,41.5,41.5,0.0,0.0,0.0,0.0,3027.0,540.0,53.2,39.0,0.0,0.0,332.0,8.01,0.0,0.0,20.0,0.0,1.3641025641025641,2646.184340931615
HPT,7.5,7.5,0.0,0.0,0.0,0.0,428.0,171.0,11.6,6.2,0.0,0.0,57.0,7.38,16.1,0.0,12.0,0.0,1.8709677419354838,17242.990654205605
HPW,9.5,9.5,0.0,0.0,0.0,0.0,828.0,170.0,15.2,7.3,1112.0,8.5,705.0,74.21,12.4,0.0,9.0,0.0,2.0821917808219177,89625.6038647343
HQC,2.25,2.25,0.0,0.0,0.0,0.0,4880842.0,3754828.0,3.6,2.2,149.0,15.1,1072.0,476.6,8.9,0.59,2.0,235.0,1.6363636363636362,97.64708630191267
