Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10W,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ
ATB,1.4,1.4,0.0,0.0,0.0,0.0,403885.0,252930.0,11.2,1.1,200.0,5.8,19000000000.0,13880000.0,11.1,0.0,2.0,0.0,10.18181818181818,34.366218106639266
ATG,2.03,2.03,0.0,0.0,0.0,0.0,106041.0,60637.0,4.6,2.0,200.0,8.9,31000000000.0,15220000.0,33.8,-0.21,1.0,436.0,2.3,143.52938957573014
ATS,47.4,47.4,0.0,0.0,0.0,0.0,14403.0,10350.0,62.0,10.1,300.0,183.0,166000000000.0,3500000.0,11.9,-0.15,2.0,574.0,6.138613861386139,243.00492952857044
AUDUSD,0.75,0.0,0.75,0.75,0.75,0.0,140089.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AVC,26.2,26.2,0.0,0.0,0.0,0.0,1319.0,2132.0,32.6,25.5,3800.0,6.9,1966000000000.0,75050000.0,16.7,0.0,28.0,0.0,1.2784313725490197,56899.1660348749
AVF,0.2,0.2,0.0,0.0,0.0,0.0,45418.0,1670.0,0.6,0.2,-1900.0,-0.1,9000000000.0,43340000.0,-38.4,2.6,5.0,-12096.0,2.9999999999999996,954.2472147606677
B82,2.1,2.1,0.0,0.0,0.0,0.0,1294.0,233.0,3.3,2.0,100.0,20.2,10000000000.0,5000000.0,10.1,-0.03,1.0,134.0,1.65,3863.987635239567
BAB,23.2,23.2,0.0,0.0,0.0,0.0,40609.0,21560.0,26.9,22.5,1300.0,17.9,11600000000000.0,500000000.0,12.7,0.0,9.0,479.0,1.1955555555555555,12312.541554827747
BAL,41.6,41.6,0.0,0.0,0.0,0.0,11.0,20.0,41.6,18.1,800.0,49.2,83000000000.0,2000000.0,17.2,0.0,12.0,1541.0,2.298342541436464,181818.18181818182
BAX,20.0,20.0,0.0,0.0,0.0,0.0,1367.0,1610.0,25.0,16.7,3100.0,6.4,164000000000.0,8199999.999999999,17.6,0.06,18.0,2767.0,1.4970059880239521,5998.536942209216
BBC,81.5,81.5,0.0,0.0,0.0,0.0,732.0,1331.0,119.3,72.5,6300.0,12.9,1257000000000.0,15370000.0,53.1,0.27,12.0,5325.0,1.6455172413793102,20997.26775956284
BBM,11.0,11.0,0.0,0.0,0.0,0.0,315.0,410.0,12.6,11.0,1400.0,7.6,22000000000.0,2000000.0,13.8,0.0,10.0,0.0,1.1454545454545455,6349.206349206349
BBS,13.3,13.3,0.0,0.0,0.0,0.0,1776.0,5007.0,15.1,8.0,700.0,20.2,80000000000.0,6000000.0,17.2,-0.81,4.0,1439.0,1.8875,3378.378378378379
BCC,6.8,6.8,0.0,0.0,0.0,0.0,123876.0,38276.0,14.0,6.4,0.0,755.6,748000000000.0,110010000.0,16.4,0.37,0.0,2332.0,2.1875,888.0654848396784
BCE,6.25,6.25,0.0,0.0,0.0,0.0,47729.0,28227.0,7.0,5.6,900.0,7.3,188000000000.0,30000000.0,11.8,0.18,8.0,423.0,1.25,628.5486810953508
BCG,5.9,5.9,0.0,0.0,0.0,0.0,223245.0,124496.0,8.2,5.4,400.0,13.7,637000000000.0,108010000.0,12.6,0.16,4.0,210.0,1.5185185185185184,483.81822661201824
BCI,41.6,41.6,0.0,0.0,0.0,0.0,17983.0,36814.0,44.9,24.5,1400.0,29.0,3608000000000.0,86720000.0,24.2,0.48,6.0,362.0,1.8326530612244898,4822.332202635823
BCM,23.0,23.0,0.0,0.0,0.0,0.0,63864.0,21760.0,26.5,18.8,0.0,0.0,540000000000.0,23470000.0,0.0,0.0,7.0,0.0,1.4095744680851063,367.49968683452335
BCP,11.8,11.8,0.0,0.0,0.0,0.0,2118.0,760.0,11.8,4.0,300.0,34.7,48000000000.0,4040000.0,0.0,0.0,9.0,0.0,2.95,1907.4598677998113
BDB,3.5,3.5,0.0,0.0,0.0,0.0,48.0,0.0,8.3,3.5,700.0,5.2,4000000000.0,1130000.0,11.3,0.7,6.0,992.0,2.3714285714285714,23541.666666666664
BDF,16.5,16.5,0.0,0.0,0.0,0.0,19.0,0.0,27.5,16.5,0.0,0.0,26000000000.0,1550000.0,0.0,0.0,10.0,0.0,1.6666666666666667,81578.94736842105
BDG,31.0,31.0,0.0,0.0,0.0,0.0,170.0,50.0,33.6,25.1,6300.0,4.9,372000000000.0,12000000.0,16.9,0.0,37.0,7096.0,1.3386454183266931,70588.23529411765
BDT,12.1,12.1,0.0,0.0,0.0,0.0,314.0,190.0,17.0,10.0,2200.0,5.5,467000000000.0,38600000.0,12.2,0.0,18.0,0.0,1.7,122929.93630573248
BDW,13.0,13.0,0.0,0.0,0.0,0.0,18499.0,10.0,17.0,4.2,500.0,24.0,161000000000.0,12410000.0,12.0,0.0,5.0,883.0,4.0476190476190474,670.8470728147468
BED,28.4,28.4,0.0,0.0,0.0,0.0,38.0,0.0,38.4,27.7,2300.0,12.3,85000000000.0,3000000.0,13.4,0.34,16.0,2050.0,1.3862815884476534,78947.36842105263
BFC,31.4,31.4,0.0,0.0,0.0,0.0,153714.0,23596.0,41.2,30.1,4900.0,6.5,1795000000000.0,57170000.0,21.4,0.26,29.0,4843.0,1.3687707641196014,371.92448313100954
BGW,10.0,10.0,0.0,0.0,0.0,0.0,111.0,0.0,10.1,10.0,200.0,43.3,181000000000.0,18150000.0,10.2,0.0,3.0,0.0,1.01,163513.51351351352
BHA,20.0,20.0,0.0,0.0,0.0,0.0,4026.0,1370.0,20.5,10.0,1000.0,19.8,1300000000000.0,65000000.0,9.5,0.0,10.0,5.0,2.05,16145.057128663684
BHC,2.8,2.8,0.0,0.0,0.0,0.0,2825.0,630.0,3.6,2.1,0.0,0.0,13000000000.0,4500000.0,-14.8,0.76,57.0,0.0,1.7142857142857142,1592.920353982301
BHK,15.0,15.0,0.0,0.0,0.0,0.0,14.0,30.0,15.0,12.5,0.0,0.0,60000000000.0,3990000.0,0.0,0.0,13.0,0.0,1.2,285000.00000000006
BHN,105.0,105.0,0.0,0.0,0.0,0.0,12006.0,1787.0,167.6,74.6,3200.0,32.4,24339000000000.0,231800000.0,28.9,1.26,11.0,2567.0,2.246648793565684,19307.013160086626
BHP,9.5,9.5,0.0,0.0,0.0,0.0,561.0,51.0,11.9,8.9,1400.0,6.7,87000000000.0,9180000.0,17.1,0.0,2.0,0.0,1.3370786516853932,16363.636363636362
BHS,21.7,21.7,0.0,0.0,0.0,0.0,2396996.0,0.0,25.9,18.6,1000.0,21.4,6464000000000.0,297870000.0,12.6,0.8,7.0,832.0,1.3924731182795698,124.26804216611126
BHT,4.8,4.8,0.0,0.0,0.0,0.0,222.0,10.0,5.3,2.6,-2500.0,-1.9,22000000000.0,4600000.0,1.5,0.31,-451.0,-2549.0,2.0384615384615383,20720.72072072072
BHV,6.2,6.2,0.0,0.0,0.0,0.0,157.0,10.0,11.0,3.7,0.0,0.0,6000000000.0,1000000.0,0.0,0.97,-2.0,0.0,2.972972972972973,6369.426751592357
BIC,31.0,31.0,0.0,0.0,0.0,0.0,14732.0,4372.0,42.5,29.0,1200.0,26.4,3636000000000.0,117280000.0,17.7,-0.09,7.0,1082.0,1.4655172413793103,7960.901439044257
BID,32.7,32.7,0.0,0.0,0.0,0.0,2524618.0,2562377.0,45.5,16.2,2000.0,16.2,111792000000000.0,3418720000.0,13.5,1.64,15.0,1802.0,2.808641975308642,1354.1533808283073
BII,0.7,0.7,0.0,0.0,0.0,0.0,79506.0,47275.0,4.3,0.7,0.0,25.9,40000000000.0,57680000.0,10.7,0.28,-2.0,157.0,6.142857142857143,725.4798379996479
BKC,8.8,8.8,0.0,0.0,0.0,0.0,248.0,0.0,9.2,5.4,700.0,13.3,103000000000.0,11540000.0,13.5,-0.19,2.0,386.0,1.7037037037037035,46532.25806451613
BLF,2.9,2.9,0.0,0.0,0.0,0.0,3432.0,546.0,5.2,2.7,100.0,19.5,30000000000.0,10500000.0,13.4,0.13,2.0,573.0,1.9259259259259258,3059.4405594405594
BLI,6.8,6.8,0.0,0.0,0.0,0.0,828.0,1168.0,8.7,5.9,500.0,13.4,408000000000.0,60000000.0,10.9,0.0,5.0,-612.0,1.4745762711864405,72463.76811594203
BLT,26.0,26.0,0.0,0.0,0.0,0.0,138.0,260.0,41.6,12.9,0.0,0.0,104000000000.0,4000000.0,0.0,0.0,8.0,0.0,3.2248062015503876,28985.507246376812
BMC,13.8,13.8,0.0,0.0,0.0,0.0,13186.0,2348.0,22.3,13.0,800.0,17.7,171000000000.0,12390000.0,15.5,0.09,5.0,769.0,1.7153846153846155,939.6329440315486
BMD,8.0,8.0,0.0,0.0,0.0,0.0,159.0,100.0,10.0,6.1,400.0,20.1,22000000000.0,2750000.0,10.4,0.0,8.0,0.0,1.639344262295082,17295.59748427673
BMF,35.6,35.6,0.0,0.0,0.0,0.0,40.0,60.0,37.4,34.2,0.0,0.0,74000000000.0,2080000.0,0.0,0.0,0.0,0.0,1.093567251461988,52000.00000000001
BMI,30.0,30.0,0.0,0.0,0.0,0.0,60840.0,21110.0,36.0,25.3,1800.0,16.8,2741000000000.0,91350000.0,23.6,0.07,8.0,2235.0,1.4229249011857708,1501.4792899408283
BMJ,12.2,12.2,0.0,0.0,0.0,0.0,5739.0,55.0,16.6,10.1,0.0,0.0,73000000000.0,6000000.0,0.0,0.0,15.0,0.0,1.6435643564356437,1045.4783063251436
BMP,52.6,52.6,0.0,0.0,0.0,0.0,467198.0,301916.0,105.7,52.0,5800.0,9.1,4306000000000.0,81860000.0,30.0,1.05,19.0,7607.0,2.0326923076923076,175.21479115920874
BPC,19.5,19.5,0.0,0.0,0.0,0.0,489.0,2.0,20.0,15.8,3700.0,5.3,74000000000.0,3800000.0,27.1,-0.02,14.0,4559.0,1.2658227848101264,7770.961145194274
BQB,7.5,7.5,0.0,0.0,0.0,0.0,277.0,1100.0,19.8,7.5,100.0,53.2,44000000000.0,5800000.0,12.5,0.0,1.0,0.0,2.64,20938.628158844764
BRC,10.0,10.0,0.0,0.0,0.0,0.0,824.0,350.0,12.6,9.0,1200.0,8.3,124000000000.0,12370000.0,15.8,-0.13,8.0,1849.0,1.4,15012.135922330095
BRR,10.0,10.0,0.0,0.0,0.0,0.0,567.0,60.0,22.5,8.4,800.0,13.0,1125000000000.0,112500000.0,10.9,0.0,7.0,0.0,2.6785714285714284,198412.6984126984
BSG,8.3,8.3,0.0,0.0,0.0,0.0,335.0,230.0,10.5,6.9,100.0,91.2,498000000000.0,60000000.0,10.3,0.0,1.0,31.0,1.5217391304347825,179104.4776119403
BSI,14.45,14.45,0.0,0.0,0.0,0.0,155468.0,227892.0,17.5,10.8,1600.0,8.9,1555000000000.0,107640000.0,12.4,1.07,14.0,1163.0,1.6203703703703702,692.3611289783106
BSL,15.0,15.0,0.0,0.0,0.0,0.0,1510.0,2940.0,29.2,13.9,1100.0,13.8,675000000000.0,45000000.0,11.0,0.0,10.0,0.0,2.1007194244604315,29801.324503311258
BSP,23.0,23.0,0.0,0.0,0.0,0.0,3288.0,1530.0,28.4,20.2,4500.0,5.1,288000000000.0,12500000.0,19.8,0.0,23.0,3033.0,1.4059405940594059,3801.703163017032
BSQ,21.0,21.0,0.0,0.0,0.0,0.0,1799.0,190.0,24.4,20.3,2400.0,8.8,945000000000.0,45000000.0,13.6,0.0,18.0,1886.0,1.2019704433497536,25013.89660922735
BSR,19.3,19.3,0.0,0.0,0.0,0.0,1657187.0,1175829.0,31.0,18.3,8200.0,2.3,4660000000000.0,241430000.0,143.1,0.0,6.0,0.0,1.6939890710382512,145.68663645080488
BST,10.2,10.2,0.0,0.0,0.0,0.0,140.0,40.0,12.5,9.1,1300.0,7.9,11000000000.0,1100000.0,12.1,-0.28,11.0,1378.0,1.3736263736263736,7857.142857142858
BT1,17.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,19.5,15.5,0.0,0.0,89000000000.0,5250000.0,0.0,0.0,11.0,0.0,1.2580645161290323,250000.0
BT6,4.9,4.9,0.0,0.0,0.0,0.0,731.0,160.0,6.1,4.1,400.0,13.5,162000000000.0,32990000.000000004,16.0,0.0,1.0,0.0,1.4878048780487805,45129.958960328324
BTB,10.0,10.0,0.0,0.0,0.0,0.0,70.0,0.0,12.0,7.7,800.0,12.9,77000000000.0,7690000.0,13.7,0.0,6.0,625.0,1.5584415584415585,109857.14285714286
BTC,61.0,61.0,0.0,0.0,0.0,0.0,26.0,16.0,70.0,40.0,1500.0,41.3,87000000000.0,1430000.0,0.0,0.57,-193.0,-5864.0,1.75,55000.0
BTCUSD,8899.5,0.0,9028.72,8823.25,9084.5,0.0,64603.0,0.0,11503.1,6553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.755394475812605,0.0
BTD,16.0,16.0,0.0,0.0,0.0,0.0,8732.0,1304.0,20.1,13.9,1700.0,9.7,103000000000.0,6410000.0,33.6,0.0,21.0,0.0,1.446043165467626,734.0815391662849
BTG,5.6,5.6,0.0,0.0,0.0,0.0,2.0,0.0,6.5,3.6,3600.0,1.5,7000000000.0,1190000.0,18.3,0.0,3.0,0.0,1.8055555555555556,595000.0
BTH,5.2,5.2,0.0,0.0,0.0,0.0,76.0,0.0,10.0,5.2,0.0,0.0,18000000000.0,3500000.0,0.0,0.0,-2.0,0.0,1.923076923076923,46052.63157894737
BTN,12.0,12.0,0.0,0.0,0.0,0.0,274.0,2100.0,24.4,12.0,0.0,0.0,36000000000.0,3000000.0,0.0,0.0,14.0,0.0,2.033333333333333,10948.905109489051
BTP,12.7,12.7,0.0,0.0,0.0,0.0,15229.0,72351.0,13.5,10.0,1600.0,7.8,768000000000.0,59290000.0,19.0,0.03,9.0,1992.0,1.35,3893.2300216691838
BTR,8.6,8.6,0.0,0.0,0.0,0.0,2.0,20.0,9.6,7.5,0.0,344.0,16000000000.0,1850000.0,11.2,0.0,10.0,0.0,1.28,925000.0
BTS,5.1,5.1,0.0,0.0,0.0,0.0,2100.0,1030.0,7.9,4.4,0.0,364.3,612000000000.0,119960000.0,11.1,-0.52,0.0,1097.0,1.7954545454545454,57123.80952380952
BTT,38.5,38.5,0.0,0.0,0.0,0.0,357.0,111.0,41.0,25.1,2900.0,13.5,520000000000.0,13500000.0,24.1,0.11,12.0,2390.0,1.6334661354581672,37815.126050420164
BTU,6.8,6.8,0.0,0.0,0.0,0.0,16.0,0.0,9.7,4.2,600.0,12.1,24000000000.0,3600000.0,12.1,0.0,15.0,0.0,2.3095238095238093,225000.0
BTV,27.8,27.8,0.0,0.0,0.0,0.0,139.0,10.0,35.0,14.7,1100.0,24.6,695000000000.0,25000000.0,10.4,0.0,10.0,0.0,2.380952380952381,179856.11510791365
BTW,15.0,15.0,0.0,0.0,0.0,0.0,1336.0,50.0,23.3,13.2,300.0,52.1,140000000000.0,9360000.0,15.7,-0.28,9.0,0.0,1.7651515151515154,7005.988023952095
BUD,9.3,9.3,0.0,0.0,0.0,0.0,2273.0,1230.0,19.0,9.3,0.0,0.0,33000000000.0,3510000.0,0.0,0.0,0.0,0.0,2.043010752688172,1544.2146942366915
BVG,1.5,1.5,0.0,0.0,0.0,0.0,15567.0,4731.0,2.3,1.1,0.0,0.0,15000000000.0,9750000.0,6.9,0.29,3.0,0.0,2.0909090909090904,626.3249180959722
BVH,95.4,95.4,0.0,0.0,0.0,0.0,489640.0,288530.0,107.9,49.5,2300.0,41.6,64917000000000.0,680470000.0,20.4,1.13,12.0,1930.0,2.17979797979798,1389.735315742178
BVN,19.5,19.5,0.0,0.0,0.0,0.0,9021.0,1.0,19.5,6.7,0.0,0.0,98000000000.0,5000000.0,0.0,0.0,5.0,0.0,2.9104477611940296,554.2622769094336
BVS,19.3,19.3,0.0,0.0,0.0,0.0,45252.0,9686.0,21.9,17.5,1700.0,11.4,1394000000000.0,72220000.0,23.5,0.68,7.0,1407.0,1.2514285714285713,1595.9515601520372
BWA,16.1,16.1,0.0,0.0,0.0,0.0,12.0,10.0,16.1,4.2,0.0,0.0,43000000000.0,2700000.0,0.0,0.0,5.0,0.0,3.8333333333333335,225000.0
BWE,22.0,22.0,0.0,0.0,0.0,0.0,315355.0,133808.0,28.5,16.7,1400.0,16.0,3300000000000.0,150000000.0,22.8,0.98,6.0,971.0,1.7065868263473054,475.65442120784513
BWS,30.0,30.0,0.0,0.0,0.0,0.0,2355.0,1896.0,34.4,15.6,2700.0,11.3,1800000000000.0,60000000.0,0.0,0.0,25.0,0.0,2.2051282051282053,25477.707006369426
BXH,12.5,12.5,0.0,0.0,0.0,0.0,1637.0,310.0,22.2,10.5,600.0,19.4,38000000000.0,4920000.0,11.6,0.15,5.0,1717.0,2.1142857142857143,3005.497861942578
C12,15.3,15.3,0.0,0.0,0.0,0.0,1249.0,10.0,16.0,9.0,600.0,27.4,74000000000.0,4850000.0,17.6,0.0,16.0,0.0,1.7777777777777777,3883.1064851881506
C21,24.0,24.0,0.0,0.0,0.0,0.0,27756.0,23588.0,26.5,15.9,3600.0,6.7,464000000000.0,19620000.0,26.7,0.01,26.0,1300.0,1.6666666666666665,706.8741893644617
C32,33.4,33.4,0.0,0.0,0.0,0.0,102159.0,50333.0,43.4,31.5,6700.0,5.0,456000000000.0,13660000.0,32.1,0.57,21.0,7112.0,1.3777777777777778,133.71313344883956
C47,12.8,12.8,0.0,0.0,0.0,0.0,84148.0,30175.0,23.5,9.9,1300.0,10.1,218000000000.0,17020000.0,17.6,0.76,7.0,595.0,2.3737373737373737,202.26268003992965
C69,5.5,5.5,0.0,0.0,0.0,0.0,49026.0,8560.0,8.8,4.4,900.0,5.9,28000000000.0,5000000.0,10.8,-0.1,7.0,0.0,2.0,101.98670093419818
C71,10.5,10.5,0.0,0.0,0.0,0.0,313.0,0.0,11.5,7.2,700.0,14.7,52000000000.0,5000000.0,12.5,0.0,12.0,1468.0,1.597222222222222,15974.44089456869
