Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ
STB,15.9,15.9,16.0,15.85,16.1,10209140.0,10956459.0,17747932.0,17.1,10.2,384.0,41.4,29975.0,1785.22,12.8,1.67,3.0,-35.0,1.6764705882352944,162.937679043932
SVH,12.8,12.8,0.0,0.0,0.0,0.0,158956.0,476837.0,12.8,6.3,0.0,0.0,190.0,14.82,0.0,0.0,0.0,0.0,2.031746031746032,93.23334759304458
TCH,21.7,21.5,21.9,21.6,22.0,1122180.0,2271344.0,1564061.0,25.3,14.9,1331.0,16.3,7877.0,362.99,12.0,0.08,11.0,1105.0,1.6979865771812082,159.81286850428646
TCM,25.6,25.0,25.5,25.0,25.6,259170.0,740027.0,567276.0,31.9,16.5,3720.0,6.9,1322.0,51.55,20.8,0.77,18.0,2217.0,1.9333333333333331,69.65962052735911
TDC,7.93,7.73,7.9,7.8,8.0,55930.0,217860.0,232805.0,9.1,5.5,1284.0,6.2,793.0,100.0,12.3,0.12,11.0,1208.0,1.6545454545454543,459.0103736344442
TDG,11.35,10.95,11.0,11.0,11.4,236420.0,331576.0,227176.0,17.3,8.9,2247.0,5.1,146.0,12.9,14.0,-0.02,16.0,722.0,1.9438202247191008,38.9051077279417
TDH,14.6,14.3,14.5,14.4,14.65,230420.0,524710.0,408933.0,17.8,8.4,1608.0,9.1,1192.0,81.45,22.4,0.75,7.0,1293.0,2.119047619047619,155.22860246612416
TNG,14.1,13.9,14.0,13.7,14.1,122400.0,484732.0,442208.0,15.9,10.3,2801.0,5.0,580.0,41.12,15.3,1.43,18.0,1966.0,1.5436893203883495,84.83038049891486
TNI,6.15,6.16,6.16,5.87,6.2,186990.0,548887.0,575195.0,12.9,5.9,345.0,17.8,129.0,52.5,0.0,1.07,7.0,0.0,2.1864406779661016,95.64810243274117
TNT,2.54,2.42,2.43,2.42,2.54,56510.0,184375.0,163611.0,5.5,2.3,150.0,16.9,65.0,25.5,10.8,-0.17,1.0,60.0,2.391304347826088,138.3050847457627
TSC,2.4,2.31,2.33,2.33,2.41,197990.0,747445.0,557918.0,7.5,2.2,-180.0,-13.3,354.0,147.65,12.6,1.08,-2.0,71.0,3.4090909090909087,197.53961829967426
TTB,11.0,11.0,11.1,10.9,11.2,303800.0,483256.0,391284.0,13.2,5.5,881.0,12.5,468.0,42.57,11.2,0.31,8.0,706.0,2.4,88.08995646199944
TTF,7.05,7.0,7.39,6.9,7.39,489650.0,703742.0,1499693.0,9.2,5.3,217.0,32.5,1019.0,144.61,5.9,0.2,3.0,-12011.0,1.7358490566037734,205.48723822082528
TVC,8.0,8.0,7.9,7.9,8.0,188800.0,172855.0,204163.0,13.8,7.2,450.0,17.8,320.0,40.02,12.0,-0.12,5.0,970.0,1.9166666666666667,231.5235312834457
VC3,17.3,17.3,17.4,17.0,17.7,151500.0,501893.0,293273.0,33.9,17.2,1536.0,11.3,491.0,28.38,11.7,0.63,13.0,2654.0,1.9709302325581397,56.54591715764117
VCB,64.0,63.5,64.3,63.6,64.9,1527780.0,2275983.0,2344367.0,69.1,34.1,2261.0,28.3,230257.0,3597.77,15.0,1.34,15.0,1876.0,2.0263929618768324,1580.7543377960205
VCG,23.1,22.6,22.8,22.8,23.3,1169800.0,2736119.0,2379421.0,27.7,13.4,3197.0,7.2,10204.0,441.71,17.8,1.75,21.0,1044.0,2.067164179104477,161.43669189826903
VGC,23.5,22.7,23.0,22.9,23.5,345700.0,1010444.0,1013195.0,28.4,12.7,2069.0,11.4,7214.0,307.0,22.1,1.71,11.0,1590.0,2.236220472440945,303.8268325607357
VGT,16.6,15.3,16.0,15.8,16.7,99100.0,83599.0,257560.0,18.6,10.3,711.0,23.3,8300.0,500.0,15.6,0.0,8.0,622.0,1.805825242718447,5980.932786277347
VHG,0.87,0.82,0.83,0.83,0.87,1807660.0,1309547.0,2340091.0,2.8,0.8,-7666.0,-0.1,131.0,150.0,3.6,1.67,-217.0,-159.0,3.5,114.54342608550895
VIB,31.0,30.3,30.3,30.3,32.5,420500.0,127298.0,210693.0,31.0,16.4,1303.0,23.8,17498.0,564.44,15.8,0.0,8.0,933.0,1.8902439024390243,4434.005247529421
VIC,86.1,83.6,85.0,84.0,87.0,1361140.0,2092618.0,2763616.0,87.2,40.0,1610.0,53.5,227107.0,2637.71,19.8,1.12,10.0,589.0,2.18,1260.4832797959302
VIG,2.7,2.6,2.6,2.6,2.7,76600.0,282899.0,186680.0,3.5,1.3,-43.0,-62.8,92.0,34.13,6.4,0.96,-1.0,-632.0,2.692307692307692,120.64376332189228
VIX,9.0,10.0,9.9,9.0,9.9,396400.0,648189.0,345731.0,12.8,5.3,844.0,10.7,662.0,73.6,12.0,1.19,7.0,729.0,2.4150943396226423,113.54712900095495
VJC,199.0,196.9,197.0,195.0,199.9,1883320.0,1118041.0,1071032.0,199.5,74.9,10009.0,19.9,89817.0,451.34,22.2,0.88,45.0,4326.0,2.663551401869159,403.68823683567945
VMI,3.3,3.1,3.1,3.1,3.4,236400.0,62821.0,213311.0,6.5,2.8,167.0,19.8,36.0,10.95,11.0,1.12,2.0,1360.0,2.321428571428572,174.3047706976966
VND,29.6,29.5,29.7,29.5,30.15,1012090.0,1092078.0,1772414.0,31.7,12.5,2886.0,10.3,4588.0,155.0,15.3,1.6,19.0,1336.0,2.536,141.93125399467803
VNE,6.6,6.4,6.5,6.45,6.66,154950.0,451589.0,315255.0,10.5,6.0,713.0,9.3,597.0,88.83,10.5,0.57,7.0,161.0,1.75,196.7054113364143
VNG,17.1,17.4,17.2,16.6,17.2,228960.0,315258.0,354087.0,17.6,9.9,300.0,57.0,1286.0,75.21,13.2,0.39,4.0,81.0,1.7777777777777781,238.56650743200802
VNM,193.5,192.0,192.0,192.0,195.0,541650.0,945047.0,734894.0,214.8,125.3,7093.0,27.3,280856.0,1451.45,16.4,0.94,43.0,6442.0,1.7142857142857144,1535.8495397583401
VOS,2.63,2.6,2.54,2.5,2.65,198840.0,713779.0,254461.0,3.5,1.0,-2559.0,-1.0,368.0,138.11,2.9,-0.31,-89.0,-1887.0,3.5,193.49126270176063
VPB,56.5,55.2,56.9,55.5,56.9,2396320.0,2390642.0,4226767.0,56.5,35.9,4461.0,12.7,75297.0,1332.69,20.7,0.78,22.0,1026.0,1.573816155988858,557.4611338711527
VPG,20.5,20.4,21.0,20.0,21.0,130330.0,119238.0,159270.0,21.9,14.8,0.0,0.0,410.0,20.0,0.0,1.36,0.0,0.0,1.4797297297297296,167.73176336402824
VPH,12.4,12.4,12.5,12.3,12.5,103970.0,116558.0,202518.0,14.3,8.0,3006.0,4.1,657.0,63.58,14.9,-0.44,20.0,1154.0,1.7875,545.4795037663652
VRC,20.45,19.75,19.8,19.8,20.5,443960.0,251898.0,458804.0,25.6,12.5,3261.0,6.3,297.0,24.11,31.8,0.42,14.0,48.0,2.048,95.71334429014921
VRE,48.05,47.75,47.9,47.7,48.2,3305870.0,2904336.0,3839681.0,61.0,40.6,474.0,101.4,91347.0,1901.08,13.7,1.47,8.0,0.0,1.5024630541871922,654.5661383531383
VSC,36.4,35.5,36.0,36.0,36.95,158040.0,221214.0,285231.0,57.4,34.7,4735.0,7.7,1658.0,50.11,34.1,0.53,15.0,5015.0,1.654178674351585,226.52273364253617
