Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ,Exchange
000001.SS,2745.62,2702.13,2727.02,2702.49,2751.9,3727114220.0,42990904.0,0.0,3270.8,2702.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2104659339032606,0.0,BM
A32,25.9,30.4,25.9,25.9,25.9,100.0,56.0,40.0,53.1,20.9,0.0,0.0,176000000000.0,6800000.0,0.0,0.0,21.0,0.0,2.5406698564593304,121428.57142857142,BM
AAA,10.6,10.55,10.6,10.5,10.75,803610.0,2019044.0,1829821.0,18.8,10.1,2900.0,3.6,1815000000000.0,171200000.0,19.1,0.99,16.0,1157.0,1.8613861386138615,84.79260481693316,BM
AAM,11.5,11.65,11.5,11.5,11.5,40.0,1187.0,2851.0,13.9,10.1,800.0,14.5,142000000000.0,10450000.0,20.2,0.06,4.0,918.0,1.3762376237623763,8803.706823925862,BM
AAV,4.8,4.7,4.7,4.7,4.8,3200.0,87736.0,90688.0,11.3,4.7,1000.0,4.9,153000000000.0,31870000.0,11.7,0.64,9.0,1130.0,2.404255319148936,363.24883742135495,BM
ABC,8.8,8.8,8.8,8.8,8.8,12700.0,8941.0,15426.0,11.4,8.2,1500.0,5.8,179000000000.0,20390000.0,27.9,0.0,6.0,1158.0,1.3902439024390245,2280.5055362934795,BM
ABI,24.0,24.0,24.0,24.0,24.0,2800.0,3997.0,3340.0,31.7,21.2,6400.0,3.8,912000000000.0,38000000.0,25.2,0.0,25.0,4669.0,1.4952830188679245,9507.130347760822,BM
ABR,26.9,23.4,26.9,26.9,26.9,600.0,959.0,2720.0,41.6,4.1,100.0,358.7,81000000000.0,3000000.0,67.8,0.0,0.0,0.0,10.146341463414636,3128.2586027111574,BM
ABS,14.8,13.85,14.8,14.8,14.8,10080.0,12840.0,12840.0,13.9,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BM
ABT,33.0,33.0,0.0,0.0,0.0,0.0,431.0,1714.0,40.0,30.1,4200.0,7.8,466000000000.0,11560000.0,35.7,-0.32,12.0,5759.0,1.3289036544850499,26821.345707656616,BM
ACB,21.4,21.1,23.2,21.0,23.2,3340600.0,3269692.0,7647278.0,26.6,20.9,3700.0,5.8,27576000000000.0,1621310000.0,17.1,1.64,22.0,3168.0,1.272727272727273,495.86016052888164,BM
ACC,19.0,19.1,18.0,18.0,19.0,60.0,1261.0,2600.0,22.0,17.4,4800.0,3.9,190000000000.0,10000000.0,0.0,-0.05,21.0,0.0,1.264367816091954,7930.214115781126,BM
ACE,24.8,24.8,0.0,0.0,0.0,0.0,48.0,41.0,36.4,20.8,1800.0,13.7,76000000000.0,3050000.0,0.0,0.0,19.0,0.0,1.7499999999999998,63541.666666666664,BM
ACL,18.1,18.2,18.95,17.5,19.0,24500.0,12785.0,11963.0,43.5,18.0,6400.0,2.8,413000000000.0,22800000.0,29.3,0.37,22.0,10352.0,2.4166666666666665,1783.3398513883458,BM
ACM,0.5,0.5,0.6,0.5,0.6,727700.0,280721.0,334620.0,0.7,0.3,0.0,71.4,26000000000.0,51000000.0,8.4,0.48,0.0,-85.0,2.3333333333333335,181.67504390480227,BM
ACS,9.4,9.4,10.8,9.4,10.8,900.0,302.0,1320.0,14.5,4.9,0.0,0.0,38000000000.0,4000000.0,0.0,0.0,12.0,0.0,2.9591836734693877,13245.033112582782,BM
ACV,48.8,48.6,49.6,48.0,49.6,108400.0,90996.0,189185.0,95.9,48.5,3800.0,12.7,106246000000000.0,2177170000.0,16.9,0.0,23.0,2854.0,1.977319587628866,23925.996747109766,BM
ADC,13.3,13.3,0.0,0.0,0.0,0.0,451.0,510.0,15.5,13.0,3600.0,3.7,41000000000.0,3060000.0,18.8,0.27,19.0,3325.0,1.1923076923076923,6784.922394678492,BM
ADG,90.8,90.9,90.8,90.8,90.9,4300.0,16907.0,16042.0,95.5,90.8,0.0,0.0,672000000000.0,7400000.0,0.0,0.0,33.0,0.0,1.051762114537445,437.6885313775359,BM
ADP,17.3,17.3,0.0,0.0,0.0,0.0,771.0,4120.0,39.2,11.7,2800.0,6.2,266000000000.0,15360000.0,15.0,0.0,18.0,2022.0,3.350427350427351,19922.178988326847,BM
ADS,10.35,10.95,10.5,10.2,10.5,2370.0,3938.0,3025.0,14.0,9.2,400.0,28.0,264000000000.0,25520000.0,15.9,-0.33,2.0,1986.0,1.5217391304347827,6480.446927374302,BM
AFC,10.0,10.0,0.0,0.0,0.0,0.0,37.0,336.0,10.3,10.0,0.0,3333.3,107000000000.0,10690000.0,9.9,0.0,1.0,0.0,1.03,288918.91891891893,BM
AFX,3.2,3.0,3.0,3.0,3.2,7400.0,11146.0,17750.0,8.8,2.4,0.0,800.0,112000000000.0,35000000.0,10.2,0.0,0.0,172.0,3.666666666666667,3140.139960523955,BM
AGF,2.8,2.8,0.0,0.0,0.0,0.0,5183.0,51.0,6.8,2.6,-9100.0,-0.3,79000000000.0,28110000.0,6.0,0.04,-67.0,-2848.0,2.6153846153846154,5423.499903530774,BM
AGG,26.45,26.1,26.15,26.0,26.5,202150.0,194898.0,184081.0,28.8,26.1,3400.0,7.7,1984000000000.0,75000000.0,19.4,-0.24,23.0,0.0,1.103448275862069,384.81667333682236,BM
AGM,9.9,9.9,10.05,9.9,10.05,16360.0,2711.0,1621.0,11.0,8.5,2200.0,4.5,180000000000.0,18200000.0,24.3,0.35,9.0,1511.0,1.2941176470588236,6713.389893028402,BM
AGP,19.7,19.7,0.0,0.0,0.0,0.0,1388.0,11.0,29.0,15.0,2300.0,8.5,190000000000.0,12840000.0,16.6,0.0,13.0,2357.0,1.9333333333333333,9250.7204610951,BM
AGR,2.83,2.88,2.88,2.8,2.88,64020.0,118705.0,182747.0,5.2,2.9,300.0,8.8,600000000000.0,211200000.0,9.3,0.73,3.0,321.0,1.793103448275862,1779.2005391516784,BM
AGX,13.5,13.5,0.0,0.0,0.0,0.0,969.0,1310.0,29.2,13.0,0.0,0.0,146000000000.0,10800000.0,0.0,0.0,15.0,0.0,2.246153846153846,11145.510835913314,BM
ALT,12.5,12.5,0.0,0.0,0.0,0.0,266.0,842.0,16.6,9.1,1400.0,8.6,77000000000.0,5740000.0,37.5,0.26,4.0,1285.0,1.8241758241758244,21578.947368421053,BM
ALV,2.3,2.4,2.3,2.3,2.3,1900.0,9365.0,9690.0,3.5,1.7,800.0,3.0,7000000000.0,3160000.0,20.2,0.48,1.0,3676.0,2.058823529411765,337.42658836091834,BM
AMC,17.5,17.5,0.0,0.0,0.0,0.0,442.0,1470.0,20.6,17.5,3200.0,5.5,50000000000.0,2850000.0,17.3,0.05,18.0,3786.0,1.1771428571428573,6447.963800904978,BM
AMD,4.51,4.84,4.51,4.51,4.81,7276140.0,4055151.0,8429376.0,5.2,1.4,200.0,19.2,737000000000.0,163500000.0,11.9,-2.29,2.0,310.0,3.714285714285715,40.3190904605032,BM
AME,7.0,6.6,6.5,6.5,7.0,800.0,467.0,710.0,10.8,6.0,800.0,9.3,176000000000.0,25200000.0,12.1,-0.69,6.0,786.0,1.8,53961.456102783726,BM
AMP,10.2,10.2,0.0,0.0,0.0,0.0,2.0,0.0,16.2,10.2,1500.0,7.0,133000000000.0,13000000.0,13.4,0.0,11.0,262.0,1.5882352941176472,6500000.0,BM
AMS,7.9,8.0,7.9,7.9,7.9,300.0,713.0,280.0,8.6,6.3,1000.0,7.8,237000000000.0,30000000.0,13.7,0.0,7.0,839.0,1.3650793650793651,42075.7363253857,BM
AMV,13.2,13.5,13.5,12.9,13.6,285000.0,316422.0,611778.0,25.1,13.0,5900.0,2.2,358000000000.0,37960000.0,19.9,0.43,30.0,5755.0,1.9307692307692308,119.96637401950561,BM
ANT,10.9,10.5,10.8,10.7,11.8,66000.0,4443.0,910.0,11.8,4.0,0.0,0.0,65000000000.0,6000000.0,0.0,0.0,3.0,0.0,2.95,1350.4388926401082,BM
ANV,15.7,15.75,15.8,15.6,16.3,80380.0,238061.0,163845.0,32.5,15.8,5500.0,2.8,2002000000000.0,127140000.0,18.8,0.54,30.0,4720.0,2.0569620253164556,534.0647985180269,BM
APC,14.6,14.65,14.65,14.2,14.7,6620.0,8324.0,12048.0,35.4,14.7,2400.0,6.1,175000000000.0,24030000.0,25.0,0.76,10.0,3071.0,2.4081632653061225,2886.8332532436334,BM
APF,24.5,24.5,0.0,0.0,0.0,0.0,1748.0,705.0,31.2,18.3,5800.0,4.2,368000000000.0,16540000.0,37.7,0.0,18.0,5225.0,1.7049180327868851,9462.242562929061,BM
APG,8.3,8.3,8.2,7.9,8.3,968420.0,588492.0,465082.0,11.9,7.4,700.0,11.9,282000000000.0,34030000.0,11.0,1.05,6.0,319.0,1.6081081081081081,57.82576483622547,BM
API,10.7,11.8,10.7,10.7,10.7,300.0,570.0,1351.0,25.4,8.4,600.0,17.0,389000000000.0,36400000.0,13.6,0.89,5.0,1926.0,3.0238095238095237,63859.649122807015,BM
APP,5.6,5.6,0.0,0.0,0.0,0.0,172.0,0.0,7.7,4.5,100.0,41.5,26000000000.0,4720000.0,10.3,-0.42,1.0,8.0,1.7111111111111112,27441.86046511628,BM
APS,2.1,2.3,2.2,2.1,2.2,14000.0,67769.0,36934.0,3.3,1.7,-900.0,-2.3,82000000000.0,39000000.0,8.8,-0.58,-10.0,130.0,1.9411764705882353,575.4843660080568,BM
APT,4.0,4.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,2.5,-2700.0,-1.5,35000000000.0,8800000.0,-61.2,0.0,7.0,0.0,1.6,2200000.0,BM
ARM,29.6,29.6,0.0,0.0,0.0,0.0,5.0,0.0,73.6,29.6,2900.0,10.0,77000000000.0,2590000.0,16.2,-0.14,18.0,2631.0,2.486486486486486,518000.0,BM
ART,2.8,3.1,2.9,2.8,3.0,5075500.0,2047971.0,4309941.0,3.4,1.7,800.0,3.3,271000000000.0,96920000.0,11.6,0.67,7.0,568.0,2.0,47.324888877821024,BM
ASA,1.2,1.2,0.0,0.0,0.0,0.0,9544.0,4250.0,2.5,0.7,0.0,30.8,12000000000.0,10000000.0,9.3,0.05,0.0,39.0,3.5714285714285716,1047.7787091366304,BM
ASD,3.9,3.9,0.0,0.0,0.0,0.0,6.0,40.0,13.8,3.3,0.0,0.0,16000000000.0,4000000.0,12.1,0.0,8.0,0.0,4.1818181818181825,666666.6666666666,BM
ASM,4.95,4.95,4.95,4.89,5.07,948760.0,2075361.0,1779242.0,7.3,5.0,3200.0,1.6,1281000000000.0,258870000.0,24.3,0.54,16.0,4179.0,1.46,124.73492563462452,BM
ASP,5.6,5.6,5.41,5.35,5.6,2920.0,37748.0,34283.0,8.2,5.5,1500.0,3.6,209000000000.0,37340000.0,11.8,-0.02,13.0,1509.0,1.4909090909090907,989.1914803433295,BM
AST,46.2,46.45,46.45,46.15,47.4,14360.0,43755.0,46824.0,89.9,46.5,4700.0,9.8,2079000000000.0,45000000.0,14.3,0.86,36.0,3615.0,1.9333333333333333,1028.4538909838875,BM
ATA,0.2,0.2,0.1,0.1,0.2,49100.0,2374.0,2411.0,0.4,0.2,100.0,3.3,2000000000.0,12000000.0,0.0,-0.93,1.0,0.0,2.0,5054.759898904802,BM
ATB,0.5,0.5,0.5,0.5,0.5,1200.0,19478.0,17690.0,1.0,0.5,-200.0,-2.1,7000000000.0,13880000.0,10.7,0.0,-2.0,-127.0,2.0,712.5988294486087,BM
ATG,0.64,0.65,0.68,0.61,0.69,204990.0,84517.0,77325.0,1.7,0.6,-1000.0,-0.6,10000000000.0,15220000.0,8.6,-0.04,-12.0,-436.0,2.8333333333333335,180.08211365760735,BM
ATS,32.8,32.8,0.0,0.0,0.0,0.0,21.0,0.0,38.1,19.7,0.0,3280.0,115000000000.0,3500000.0,12.2,0.03,0.0,607.0,1.934010152284264,166666.66666666666,BM
AUDUSD,0.58,0.0,0.57,0.57,0.6,0.0,66577.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,BM
AVC,28.0,28.0,0.0,0.0,0.0,0.0,109.0,0.0,33.8,23.1,300.0,86.7,2101000000000.0,75050000.0,16.3,0.0,2.0,2181.0,1.463203463203463,688532.1100917431,BM
AVF,0.4,0.4,0.4,0.4,0.4,66800.0,41389.0,483.0,0.5,0.3,-2500.0,-0.2,17000000000.0,43340000.0,-43.5,2.6,6.0,-2431.0,1.6666666666666667,1047.138128488246,BM
B82,0.4,0.4,0.0,0.0,0.0,0.0,40.0,0.0,1.1,0.3,100.0,3.2,2000000000.0,5000000.0,10.1,0.3,1.0,71.0,3.666666666666667,125000.0,BM
BAB,17.6,17.6,17.6,17.6,17.6,3200.0,3096.0,2680.0,21.0,17.6,1400.0,12.2,9680000000000.0,550000000.0,14.2,0.0,10.0,1236.0,1.1931818181818181,177648.5788113695,BM
BAL,9.7,8.6,9.7,9.7,9.7,100.0,114.0,200.0,20.2,5.7,1200.0,7.8,19000000000.0,2000000.0,13.8,0.0,-5.0,0.0,3.543859649122807,17543.859649122805,BM
BAX,40.9,40.9,40.9,40.9,40.9,300.0,3019.0,4395.0,73.2,31.8,10400.0,3.9,335000000000.0,8199999.999999999,22.1,-0.16,47.0,2813.0,2.30188679245283,2716.1311692613444,BM
BBC,47.0,48.2,51.0,44.9,51.0,1300.0,302.0,377.0,68.5,45.5,6200.0,7.6,725000000000.0,15370000.0,65.3,0.35,9.0,7190.0,1.5054945054945055,50894.03973509934,BM
BBM,14.6,14.6,0.0,0.0,0.0,0.0,7.0,10.0,14.7,7.2,300.0,51.6,29000000000.0,2000000.0,13.2,0.0,12.0,0.0,2.0416666666666665,285714.2857142857,BM
BBS,11.2,11.2,0.0,0.0,0.0,0.0,85.0,231.0,12.8,5.7,900.0,12.0,67000000000.0,6000000.0,17.6,-0.33,5.0,827.0,2.245614035087719,70588.23529411765,BM
BBT,20.0,20.0,0.0,0.0,0.0,0.0,2116.0,1600.0,25.5,11.1,0.0,0.0,137000000000.0,6840000.0,3.8,0.63,39.0,0.0,2.2972972972972974,3232.5141776937617,BM
BCC,5.5,5.8,6.0,5.5,6.0,177600.0,81500.0,154080.0,9.3,5.7,1100.0,4.9,605000000000.0,110010000.0,18.2,0.71,6.0,828.0,1.631578947368421,1349.8159509202453,BM
BCE,6.68,6.65,6.7,6.56,6.7,18590.0,21956.0,39176.0,7.2,5.8,1200.0,5.6,200000000000.0,30000000.0,12.2,0.1,10.0,1290.0,1.2413793103448276,1366.3691018400436,BM
BCF,48.2,43.9,48.2,48.2,48.2,100.0,33.0,33.0,43.9,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2988165680473374,0.0,BM
BCG,5.7,5.44,5.23,5.22,5.7,281890.0,467576.0,348631.0,9.4,5.4,1300.0,4.3,616000000000.0,108010000.0,14.6,0.54,11.0,119.0,1.7407407407407407,230.99988023337383,BM
BCM,18.6,19.7,20.6,18.6,20.6,18600.0,19569.0,9055.0,35.0,19.9,107900.0,0.2,18858000000000.0,1013890000.0,14.8,0.0,19.0,93916.0,1.7587939698492463,51811.02764576626,BM
BCP,13.2,13.2,0.0,0.0,0.0,0.0,349.0,0.0,16.0,9.0,200.0,57.6,79000000000.0,6000000.0,0.0,0.0,14.0,0.0,1.7777777777777777,17191.977077363896,BM
BDB,10.8,10.8,0.0,0.0,0.0,0.0,22.0,0.0,10.8,9.3,1000.0,11.3,12000000000.0,1130000.0,10.8,0.13,9.0,627.0,1.1612903225806452,51363.63636363636,BM
BDF,8.3,8.3,0.0,0.0,0.0,0.0,52.0,0.0,15.9,8.3,0.0,0.0,13000000000.0,1550000.0,0.0,0.0,13.0,0.0,1.9156626506024095,29807.69230769231,BM
BDG,41.7,41.7,0.0,0.0,0.0,0.0,717.0,1281.0,42.5,28.4,8500.0,4.9,500000000000.0,12000000.0,24.3,0.0,35.0,10704.0,1.4964788732394367,16736.401673640165,BM
BDP,10.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,10.0,-5700.0,-1.7,250000000000.0,25000000.0,-3.2,0.0,178.0,-7139.0,1.0,8333333.333333334,BM
BDT,16.3,16.0,16.2,16.0,17.4,8800.0,11111.0,29820.0,19.4,9.5,2700.0,6.1,629000000000.0,38600000.0,13.9,0.0,19.0,2585.0,2.0421052631578944,3474.0347403474034,BM
BDW,9.5,9.5,0.0,0.0,0.0,0.0,21.0,0.0,13.3,6.6,1700.0,5.7,118000000000.0,12410000.0,12.8,0.0,13.0,1092.0,2.0151515151515156,590952.3809523811,BM
BED,32.0,32.0,0.0,0.0,0.0,0.0,124.0,10.0,51.0,26.0,2400.0,13.2,96000000000.0,3000000.0,13.7,-0.68,18.0,9457.0,1.9615384615384615,24193.548387096773,BM
BEL,9.0,9.0,9.0,9.0,9.0,2000.0,2725.0,1360.0,15.7,2.9,0.0,3000.0,54000000000.0,6000000.0,11.2,0.0,23.0,0.0,5.413793103448276,2201.8348623853212,BM
BFC,11.2,11.2,11.3,11.0,11.3,4910.0,65458.0,43552.0,23.7,10.0,1700.0,6.8,640000000000.0,57170000.0,20.1,0.49,10.0,3914.0,2.37,873.3844602645972,BM
BGW,19.1,19.1,0.0,0.0,0.0,0.0,402.0,20.0,19.8,9.8,300.0,62.4,347000000000.0,18150000.0,10.2,0.0,3.0,343.0,2.020408163265306,45149.25373134328,BM
BHA,9.0,9.0,0.0,0.0,0.0,0.0,4.0,10.0,19.8,6.9,-600.0,-14.3,594000000000.0,66000000.0,9.4,0.0,-7.0,649.0,2.869565217391304,16500000.0,BM
BHC,2.7,2.7,0.0,0.0,0.0,0.0,31.0,0.0,4.2,2.2,0.0,0.0,12000000000.0,4500000.0,-17.8,0.76,17.0,0.0,1.909090909090909,145161.29032258067,BM
BHK,8.7,9.1,10.4,8.7,10.4,200.0,102.0,140.0,22.7,8.6,0.0,0.0,35000000000.0,3990000.0,0.0,0.0,18.0,0.0,2.6395348837209305,39117.64705882353,BM
BHN,53.6,53.6,0.0,0.0,0.0,0.0,2406.0,1052.0,100.2,52.6,2300.0,23.0,12424000000000.0,231800000.0,22.5,0.8,10.0,2176.0,1.9049429657794676,96342.47714048214,BM
BHP,5.8,6.8,5.8,5.8,5.8,100.0,88.0,50.0,14.8,5.0,1400.0,4.1,53000000000.0,9180000.0,17.0,0.0,2.0,0.0,2.96,104318.18181818181,BM
BHV,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,5.1,0.0,0.0,7000000000.0,1000000.0,0.0,0.97,36.0,0.0,1.3725490196078431,1000000.0,BM
BIC,25.0,25.25,24.6,24.6,25.0,1530.0,5596.0,2259.0,28.0,18.5,1800.0,13.8,2932000000000.0,117280000.0,18.8,0.34,10.0,1202.0,1.5135135135135136,20957.8270192995,BM
BID,33.1,33.4,33.6,32.9,34.05,771320.0,939255.0,1486606.0,55.5,30.1,2500.0,13.3,133129000000000.0,4022020000.0,18.6,1.74,12.0,2152.0,1.8438538205980066,4282.138503388323,BM
BII,0.7,0.7,0.7,0.6,0.7,40500.0,202850.0,344141.0,1.3,0.6,-600.0,-1.2,40000000000.0,57680000.0,10.2,0.0,-5.0,65.0,2.166666666666667,284.3480404239586,BM
BKC,6.0,6.0,0.0,0.0,0.0,0.0,264.0,200.0,9.1,4.9,1000.0,5.8,70000000000.0,11540000.0,13.4,-0.47,8.0,-790.0,1.857142857142857,43712.12121212121,BM
BKH,43.0,43.0,0.0,0.0,0.0,0.0,36.0,0.0,59.0,27.7,0.0,0.0,75000000000.0,1750000.0,0.0,0.0,17.0,0.0,2.1299638989169676,48611.11111111111,BM
BLF,2.8,3.1,2.8,2.8,2.9,17400.0,3192.0,2340.0,4.4,1.8,500.0,6.2,29000000000.0,10500000.0,15.0,0.75,3.0,267.0,2.4444444444444446,3289.4736842105262,BM
BLI,7.1,7.1,0.0,0.0,0.0,0.0,4625.0,8009.0,9.1,5.0,700.0,10.3,426000000000.0,60000000.0,11.3,0.0,6.0,645.0,1.8199999999999998,12972.972972972972,BM
BLN,1.2,1.2,0.0,0.0,0.0,0.0,2.0,10.0,6.9,1.2,0.0,0.0,6000000000.0,5000000.0,0.0,0.0,3.0,0.0,5.750000000000001,2500000.0,BM
BLT,15.0,15.0,0.0,0.0,0.0,0.0,93.0,670.0,18.8,9.5,0.0,0.0,60000000000.0,4000000.0,0.0,0.0,6.0,0.0,1.9789473684210528,43010.75268817205,BM
BMC,11.3,11.3,10.9,10.7,11.3,17170.0,14155.0,22040.0,18.2,11.2,1300.0,8.7,140000000000.0,12390000.0,16.2,0.27,8.0,1087.0,1.625,875.3090780642883,BM
BMD,11.8,11.8,0.0,0.0,0.0,0.0,4.0,0.0,13.8,4.5,400.0,29.6,32000000000.0,2750000.0,11.1,0.0,9.0,0.0,3.066666666666667,687500.0,BM
BMF,11.9,14.0,11.9,11.9,11.9,100.0,178.0,70.0,47.3,14.0,5000.0,2.4,25000000000.0,4160000.0,27.0,0.0,37.0,5821.0,3.3785714285714286,23370.786516853932,BM
BMG,28.0,28.0,0.0,0.0,0.0,0.0,68.0,20.0,30.0,19.3,0.0,0.0,148000000000.0,5290000.0,15.9,0.0,19.0,0.0,1.5544041450777202,77794.11764705883,BM
BMI,17.0,17.0,17.0,16.0,17.0,120250.0,60961.0,129875.0,28.0,17.0,2000.0,8.5,1553000000000.0,91350000.0,25.2,1.13,8.0,1925.0,1.6470588235294117,1498.4990403700726,BM
BMP,35.7,36.05,36.45,35.6,36.45,106690.0,107283.0,213987.0,52.7,36.0,5200.0,6.9,2922000000000.0,81860000.0,30.2,0.62,17.0,5229.0,1.463888888888889,763.0286252248725,BM
BMS,2.8,2.8,0.0,0.0,0.0,0.0,458.0,390.0,7.4,2.6,1100.0,2.6,140000000000.0,50000000.0,0.0,0.0,0.0,613.0,2.8461538461538463,109170.3056768559,BM
BMV,10.0,10.0,0.0,0.0,0.0,0.0,22.0,0.0,10.0,10.0,100.0,129.9,242000000000.0,24200000.0,10.1,0.0,1.0,159.0,1.0,1099999.9999999998,BM
BOT,55.7,55.8,55.9,55.7,55.9,29400.0,30327.0,28960.0,57.5,51.5,-4200.0,-13.1,2228000000000.0,40000000.0,7.9,0.0,-54.0,0.0,1.116504854368932,1318.9567052461502,BM
BPC,13.0,13.0,0.0,0.0,0.0,0.0,183.0,0.0,17.0,9.4,1400.0,9.4,49000000000.0,3800000.0,25.8,-0.32,5.0,1488.0,1.8085106382978722,20765.02732240437,BM
BPW,45.2,45.2,0.0,0.0,0.0,0.0,73.0,650.0,49.0,10.0,200.0,251.1,487000000000.0,10770000.0,12.2,0.0,2.0,0.0,4.9,147534.24657534246,BM
BQB,5.1,5.1,0.0,0.0,0.0,0.0,150.0,0.0,9.0,5.0,-300.0,-15.2,30000000000.0,5800000.0,12.1,0.0,-3.0,141.0,1.8,38666.66666666667,BM
BRC,10.5,10.5,10.5,10.5,10.5,30.0,57.0,3.0,10.9,8.0,1600.0,6.6,130000000000.0,12370000.0,16.5,0.22,10.0,1365.0,1.3625,217017.5438596491,BM
BRR,8.0,8.0,0.0,0.0,0.0,0.0,218.0,0.0,13.2,7.9,700.0,12.2,900000000000.0,112500000.0,11.0,0.0,6.0,745.0,1.670886075949367,516055.0458715596,BM
BRS,14.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,12.6,1800.0,7.9,64000000000.0,4540000.0,13.2,0.0,21.0,0.0,1.1111111111111112,648571.4285714285,BM
