episode,nav,market_nav,outperform
1,0.8307218384410052,1.048036377249227,-0.2173145388082217
2,0.5855188028079699,1.560218570704384,-0.9746997678964142
3,0.5530896434442768,0.6567488651784236,-0.10365922173414677
4,0.8912151535743608,1.461883388692075,-0.5706682351177143
5,0.3227782211271389,0.634370387204722,-0.31159216607758317
6,0.7068265075227149,1.225186205080157,-0.518359697557442
7,0.767503944755203,0.9692372937500733,-0.20173334899487028
8,0.6500499304547352,1.5298938566206723,-0.8798439261659371
9,0.7619354861280139,0.81640501484927,-0.0544695287212561
10,0.6117618342356415,1.2625518153747988,-0.6507899811391573
11,0.7271359462419794,1.065387216013518,-0.33825126977153863
12,1.127154142342722,1.120949988571848,0.006204153770874132
13,0.8226359493878558,1.1234175126763277,-0.30078156328847194
14,0.875766052149983,1.2781522410552315,-0.40238618890524847
15,0.8560621120633886,1.1571187807415464,-0.30105666867815783
16,1.004177946222315,0.8519005944765784,0.15227735174573664
17,0.6036404851642022,1.0814007760660493,-0.47776029090184713
18,1.0528767274366189,1.178702782059916,-0.1258260546232972
19,0.8474688113967299,1.090863028442209,-0.24339421704547903
20,0.5895734687516704,1.5519785720119148,-0.9624051032602444
21,0.6816945437860964,1.3231126844470587,-0.6414181406609623
22,0.7918335559966467,1.2523237902341773,-0.46049023423753055
23,0.534386675212721,0.7834757758480347,-0.24908910063531375
24,1.1928124777789841,1.6859484422579838,-0.49313596447899966
25,0.6565601591133563,0.34631862553664833,0.310241533576708
26,0.7381139192359907,1.3244340855149412,-0.5863201662789506
27,0.9228584705134417,1.419582007896439,-0.49672353738299724
28,0.7882889853543125,1.4085800271086268,-0.6202910417543144
29,0.4907927332419568,1.0427623433475777,-0.5519696101056208
30,0.68162279830682,0.7053411400250085,-0.02371834171818843
31,0.6010381208947877,1.874891731174767,-1.2738536102799793
32,1.1635040446676874,1.2738314366733734,-0.11032739200568598
33,0.8791133284821301,1.6664900704928467,-0.7873767420107166
34,0.7747756280530741,1.0706405766229699,-0.29586494856989576
35,0.6686182139178822,1.0221832532933952,-0.353565039375513
36,0.6584406559284312,1.8297570993355734,-1.1713164434071421
37,0.839348667396269,1.5732480742758386,-0.7338994068795696
38,0.6837412454075518,0.7424362855585416,-0.05869504015098981
39,0.8140028270366939,1.3872045447260277,-0.5732017176893338
40,1.2226129268090444,1.5261960649421722,-0.30358313813312776
41,0.6782970917932273,1.3322158802673438,-0.6539187884741166
42,0.6063962089090476,1.737757664028349,-1.1313614551193014
43,0.6842373291601873,1.2584766281321906,-0.5742392989720033
44,0.7462045282494102,1.0200836401619156,-0.27387911191250536
45,0.3427180655530211,1.3913986800366938,-1.0486806144836727
46,1.0784826466700934,0.8875350383507954,0.19094760831929802
47,0.6730942279528217,1.4135466209649798,-0.7404523930121581
48,0.5617184628172593,0.7113906800459249,-0.14967221722866553
49,0.783931886933496,1.8375769603407779,-1.053645073407282
50,0.6139090114219798,1.415631324509271,-0.8017223130872912
51,1.1955850157485899,0.9413939186676669,0.254191097080923
52,0.46399935851159774,1.1330955632630901,-0.6690962047514923
53,0.516549671355648,1.9557661396194554,-1.4392164682638073
54,1.002140973978548,1.5571421063824742,-0.5550011324039261
55,0.8433322983123659,1.2899333949592051,-0.4466010966468392
56,0.8503559620461824,0.7579222137695787,0.09243374827660367
57,0.9532254865829256,1.4786707295265247,-0.5254452429435991
58,0.8432581637075416,1.3574493261918033,-0.5141911624842617
59,0.651411655204032,1.4181024983049402,-0.7666908431009082
60,0.9015036233729739,0.9821918079544618,-0.08068818458148797
61,0.7784326802491581,1.550167802308747,-0.7717351220595889
62,0.3336729639297537,0.8544341648901679,-0.5207612009604141
63,0.800294434872989,1.4997528015764086,-0.6994583667034195
64,0.7060667787519093,1.5820438277718063,-0.875977049019897
65,0.9489953812903744,1.8473661143657996,-0.8983707330754251
66,0.74899164915092,1.198702933297229,-0.449711284146309
67,0.6424646399221554,0.7636912994091449,-0.12122665948698952
68,0.7674010444627799,0.8987612689368303,-0.13136022447405038
69,0.9243774184577134,0.9002108752641749,0.024166543193538503
70,0.7134111363866339,1.6365341069514543,-0.9231229705648204
71,0.7055553946335335,1.4084727928287317,-0.7029173981951983
72,0.8471821030864628,1.121191201938637,-0.27400909885217417
73,0.7289377993425498,1.8360871510754775,-1.1071493517329278
74,1.4347403198474615,1.4385623725610026,-0.0038220527135410798
75,0.746703186547664,1.4443693210005508,-0.6976661344528868
76,1.0601191517418929,0.4009274618042271,0.6591916899376657
77,0.749838018577697,1.4410258992832736,-0.6911878807055766
78,0.6438536280689401,1.4791068467113768,-0.8352532186424367
79,0.681813420459101,1.2572393007126337,-0.5754258802535327
80,0.5983764113607201,1.170278669318161,-0.571902257957441
81,1.3302515776396362,0.21455064431866702,1.115700933320969
82,0.7781678574053421,1.020871727132856,-0.2427038697275139
83,1.2603609315141375,0.6568940554487022,0.6034668760654354
84,0.4753936360005132,2.3909563626029873,-1.9155627266024742
85,0.7216309266965719,1.5570733613400478,-0.8354424346434759
86,0.5038531295083185,0.865893782382332,-0.36204065287401344
87,0.5659685828379339,1.3278846539519793,-0.7619160711140454
88,0.6187968521494333,1.3516532098467628,-0.7328563576973296
89,0.6118013650672314,0.7823636391774963,-0.17056227411026492
90,1.2893157688273023,2.448685779442868,-1.1593700106155655
91,0.9005716388482956,1.9454728070898595,-1.0449011682415639
92,0.8644302070633765,0.9981990365793462,-0.1337688295159697
93,0.6942350398844023,1.3254288708059774,-0.6311938309215751
94,0.710776010299199,1.1508666556648015,-0.4400906453656025
95,0.6541231071422017,1.3825933401511434,-0.7284702330089418
96,0.7385775182594224,0.9423301351768745,-0.20375261691745206
97,0.532708350323657,0.8420125774291489,-0.3093042271054919
98,0.7430225858481551,1.4904554273946604,-0.7474328415465054
99,0.628880965621856,1.4385623725610026,-0.8096814069391466
100,0.8866463969306682,1.2900012684957554,-0.4033548715650872
101,0.8126702038341811,1.588130616162183,-0.775460412328002
