Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ,Exchange
000001.SS,2897.23,2909.97,2913.0,2891.51,2918.3,3403546904.0,32461281.0,0.0,3270.8,2464.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3272196072066222,0.0,BM
A32,27.0,27.0,0.0,0.0,0.0,0.0,442.0,100.0,29.7,21.4,0.0,0.0,184000000000.0,6800000.0,0.0,0.0,21.0,0.0,1.3878504672897196,15384.615384615383,BM
AAA,15.65,15.45,15.5,15.45,15.8,4146620.0,2582216.0,3776844.0,18.8,13.4,2900.0,5.4,2645000000000.0,171200000.0,18.8,0.97,16.0,1284.0,1.4029850746268657,66.29964340705813,BM
AAM,11.95,11.95,0.0,0.0,0.0,0.0,1463.0,503.0,14.5,9.0,800.0,15.7,148000000000.0,10450000.0,20.2,0.44,4.0,1252.0,1.6111111111111112,7142.857142857142,BM
AAV,8.8,8.9,8.9,8.7,9.0,53100.0,170387.0,75907.0,11.3,8.5,1400.0,6.2,284000000000.0,31870000.0,11.5,-0.17,13.0,706.0,1.3294117647058825,187.0447862806435,BM
ABC,10.0,9.7,9.8,9.8,10.0,6800.0,19715.0,11592.0,11.4,7.6,1800.0,5.4,198000000000.0,20390000.0,27.6,0.0,7.0,842.0,1.5000000000000002,1034.2378899315243,BM
ABI,31.5,30.7,31.0,31.0,31.5,5100.0,14449.0,11723.0,32.4,19.7,6900.0,4.4,1159000000000.0,38000000.0,24.4,0.0,28.0,2825.0,1.6446700507614214,2629.939788220638,BM
ABR,25.0,25.0,0.0,0.0,0.0,0.0,2899.0,0.0,25.4,3.0,0.0,0.0,75000000000.0,3000000.0,0.0,0.0,2.0,0.0,8.466666666666667,1034.8395998620215,BM
ABT,37.0,37.0,0.0,0.0,0.0,0.0,263.0,67.0,42.9,33.5,4900.0,7.5,522000000000.0,11560000.0,35.8,0.27,14.0,5758.0,1.2805970149253731,43954.37262357415,BM
ACB,24.7,24.7,24.7,24.5,24.7,844700.0,1722663.0,3010363.0,24.8,21.2,3400.0,7.2,31828000000000.0,1621310000.0,0.0,1.66,23.0,2887.0,1.169811320754717,941.1649289501196,BM
ACC,19.5,19.65,18.3,18.3,19.5,910.0,871.0,2215.0,22.0,16.4,3500.0,5.6,196000000000.0,10000000.0,0.0,-0.09,17.0,0.0,1.3414634146341464,11481.05625717566,BM
ACE,27.0,27.0,0.0,0.0,0.0,0.0,130.0,20.0,27.0,17.4,1800.0,15.0,82000000000.0,3050000.0,0.0,0.0,19.0,0.0,1.5517241379310347,23461.53846153846,BM
ACL,24.8,25.0,25.0,24.8,25.0,1380.0,23388.0,14665.0,43.5,23.9,9700.0,2.6,570000000000.0,22800000.0,30.3,0.16,32.0,6517.0,1.8200836820083683,974.8589020010262,BM
ACM,0.5,0.4,0.4,0.4,0.5,4800.0,174517.0,101161.0,0.8,0.4,-200.0,-2.2,20000000000.0,51000000.0,8.3,0.19,-2.0,-500.0,2.0,292.2351404161199,BM
ACS,7.8,7.8,0.0,0.0,0.0,0.0,2.0,0.0,13.3,7.8,0.0,0.0,31000000000.0,4000000.0,0.0,0.0,12.0,0.0,1.7051282051282053,2000000.0,BM
ACV,78.0,77.9,78.0,78.0,79.9,5400.0,87954.0,57719.0,97.0,70.3,3300.0,23.6,169384000000000.0,2177170000.0,15.8,0.0,21.0,2844.0,1.379800853485064,24753.507515292084,BM
ADC,16.0,16.0,16.0,16.0,16.0,100.0,317.0,315.0,17.0,14.2,3500.0,4.5,49000000000.0,3060000.0,17.7,0.09,20.0,3305.0,1.1971830985915493,9652.996845425867,BM
ADP,18.0,18.0,0.0,0.0,0.0,0.0,97.0,10.0,40.5,12.1,2600.0,7.1,276000000000.0,15360000.0,14.9,0.0,17.0,2032.0,3.347107438016529,158350.51546391752,BM
ADS,10.3,10.3,10.3,10.3,10.3,2010.0,8479.0,6747.0,14.0,10.0,100.0,76.9,263000000000.0,25520000.0,15.6,-0.14,1.0,2737.0,1.4,3009.788890199316,BM
AFC,10.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,10.3,10.0,0.0,3333.3,107000000000.0,10690000.0,9.9,0.0,1.0,0.0,1.03,2672500.0,BM
AFX,4.1,4.0,4.1,4.1,4.1,1100.0,41984.0,14710.0,8.8,2.4,0.0,97.6,140000000000.0,35000000.0,10.2,0.0,0.0,218.0,3.666666666666667,833.6509146341464,BM
AG1,4.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,4.0,400.0,9.5,19000000000.0,4860000.0,10.2,0.0,17.0,422.0,2.75,810000.0,BM
AGF,3.43,3.43,0.0,0.0,0.0,0.0,3028.0,17122.0,6.8,2.6,-4000.0,-0.9,96000000000.0,28110000.0,11.1,-1.43,-36.0,-6336.0,2.6153846153846154,9283.35535006605,BM
AGM,10.0,9.65,9.9,9.9,10.1,3020.0,5199.0,2421.0,14.5,8.5,2200.0,4.5,176000000000.0,18200000.0,23.7,0.16,9.0,1201.0,1.7058823529411764,3500.6732063858435,BM
AGP,17.5,18.0,18.0,17.1,18.0,4200.0,285.0,1338.0,29.0,16.3,2400.0,7.6,177000000000.0,12840000.0,18.7,0.0,17.0,0.0,1.7791411042944785,45052.63157894737,BM
AGR,4.15,4.15,4.07,4.07,4.15,15670.0,321066.0,87763.0,5.2,3.1,300.0,12.0,880000000000.0,211200000.0,9.4,0.04,4.0,176.0,1.6774193548387097,657.8086748518996,BM
AGX,23.1,23.1,0.0,0.0,0.0,0.0,22.0,10.0,29.3,18.4,0.0,0.0,249000000000.0,10800000.0,0.0,0.0,15.0,0.0,1.5923913043478262,490909.09090909094,BM
ALT,13.4,13.4,0.0,0.0,0.0,0.0,150.0,50.0,16.6,9.1,1700.0,7.8,83000000000.0,5740000.0,37.3,1.97,5.0,1166.0,1.8241758241758244,38266.66666666667,BM
