Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ,Exchange
000001.SS,2761.22,2721.07,2761.06,2739.98,2767.41,3122416220.0,156217.0,0.0,3329.6,2464.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3510793702321051,0.0,BM
A32,22.0,22.0,0.0,0.0,0.0,0.0,51.0,0.0,30.5,22.0,0.0,0.0,150000000000.0,6800000.0,0.0,0.0,20.0,0.0,1.3863636363636365,133333.33333333334,BM
AAA,15.0,15.0,15.05,14.95,15.25,1567670.0,1729990.0,1868697.0,23.0,13.8,1200.0,12.1,2568000000000.0,171200000.0,17.4,0.52,8.0,1538.0,1.6666666666666665,98.96010959600922,BM
AAM,13.95,13.8,13.8,13.8,14.0,12040.0,4485.0,6199.0,14.5,9.7,800.0,18.2,174000000000.0,12640000.0,16.8,-0.02,5.0,85.0,1.4948453608247423,2818.283166109253,BM
AAV,9.4,9.5,9.5,9.4,9.5,18400.0,108498.0,180015.0,28.1,9.4,1600.0,5.9,119000000000.0,14380000.0,14.2,1.07,14.0,827.0,2.9893617021276597,132.5370052904201,BM
ABC,9.6,9.5,9.6,9.6,9.6,100.0,9709.0,24689.0,16.6,6.6,1200.0,8.0,192000000000.0,20390000.0,27.6,0.0,4.0,15755.0,2.5151515151515156,2100.1132969409823,BM
ABI,24.0,24.3,27.5,24.0,27.5,1200.0,2693.0,200.0,28.9,20.7,2800.0,8.5,912000000000.0,38000000.0,19.8,0.0,14.0,3380.0,1.396135265700483,14110.657259561827,BM
ABR,4.6,5.3,4.6,4.6,4.6,100.0,1668.0,0.0,10.5,3.0,0.0,0.0,16000000000.0,3000000.0,0.0,0.0,2.0,0.0,3.5,1798.5611510791368,BM
ABT,43.5,45.0,45.0,43.5,45.0,30.0,1394.0,1917.0,45.3,28.5,5800.0,7.8,635000000000.0,11560000.0,36.3,0.25,16.0,2368.0,1.5894736842105261,8292.68292682927,BM
ACB,30.3,30.3,30.3,30.2,30.5,1482300.0,2436625.0,2648981.0,44.4,26.0,3500.0,8.7,39044000000000.0,1247170000.0,18.0,1.62,22.0,1698.0,1.7076923076923076,511.84322577335456,BM
ACC,22.0,21.7,21.9,21.7,23.1,2990.0,1605.0,823.0,22.5,17.1,3500.0,6.2,217000000000.0,10000000.0,0.0,0.08,17.0,0.0,1.3157894736842104,6230.529595015576,BM
ACE,22.2,22.2,0.0,0.0,0.0,0.0,1130.0,1290.0,27.3,17.3,1800.0,12.3,68000000000.0,3050000.0,0.0,0.0,21.0,0.0,1.5780346820809248,2699.1150442477874,BM
ACL,40.5,41.1,41.1,40.3,41.1,19550.0,55344.0,91290.0,43.3,7.6,10400.0,4.0,937000000000.0,22800000.0,24.8,0.18,42.0,983.0,5.697368421052632,411.968777103209,BM
ACM,0.6,0.6,0.6,0.6,0.7,91100.0,137248.0,81541.0,1.3,0.5,-100.0,-7.1,31000000000.0,51000000.0,9.9,1.05,-1.0,-536.0,2.6,371.5901142457449,BM
ACS,15.5,15.5,0.0,0.0,0.0,0.0,13.0,0.0,16.1,7.9,0.0,0.0,62000000000.0,4000000.0,0.0,0.0,12.0,0.0,2.037974683544304,307692.3076923077,BM
ACV,90.0,88.2,88.1,88.0,90.2,252800.0,59607.0,30020.0,105.0,78.4,2900.0,30.9,191809000000000.0,2177170000.0,14.0,0.0,20.0,1931.0,1.3392857142857142,36525.408089653894,BM
ADC,16.1,16.2,16.1,16.1,16.1,800.0,827.0,1.0,19.8,15.6,3300.0,4.9,50000000000.0,3060000.0,17.3,0.29,19.0,2919.0,1.2692307692307694,3700.1209189842807,BM
ADP,27.8,27.8,0.0,0.0,0.0,0.0,1309.0,29.0,27.8,15.8,2000.0,13.7,427000000000.0,15360000.0,14.3,0.0,14.0,3082.0,1.759493670886076,11734.148204736439,BM
ADS,13.25,13.3,13.05,13.05,13.3,11780.0,19433.0,18018.0,16.6,13.1,2900.0,4.5,339000000000.0,25520000.0,17.7,0.06,18.0,2381.0,1.267175572519084,1313.2300725569908,BM
AFC,10.3,10.3,0.0,0.0,0.0,0.0,11.0,0.0,10.3,8.5,0.0,3433.3,110000000000.0,10690000.0,9.8,0.0,-2.0,0.0,1.211764705882353,971818.1818181818,BM
AFX,3.0,3.2,3.2,3.0,3.4,1400.0,2271.0,7860.0,5.2,2.6,200.0,14.7,112000000000.0,35000000.0,10.4,0.0,2.0,696.0,2.0,15411.712901805373,BM
AG1,10.0,10.0,0.0,0.0,0.0,0.0,107.0,0.0,13.7,5.9,400.0,23.7,49000000000.0,4860000.0,10.2,0.0,17.0,422.0,2.3220338983050843,45420.560747663556,BM
AGF,4.5,4.5,0.0,0.0,0.0,0.0,3132.0,379.0,8.4,3.0,-2800.0,-1.6,126000000000.0,28110000.0,15.1,0.46,-19.0,-10131.0,2.8000000000000003,8975.095785440613,BM
AGM,11.3,11.4,11.3,11.3,11.3,10.0,9816.0,40588.0,15.3,7.7,1500.0,7.5,207000000000.0,18200000.0,20.7,-0.13,7.0,619.0,1.9870129870129871,1854.1157294213529,BM
AGP,25.0,25.0,0.0,0.0,0.0,0.0,297.0,0.0,29.3,18.9,2900.0,8.6,241000000000.0,9630000.0,17.1,0.0,17.0,2703.0,1.5502645502645505,32424.242424242424,BM
AGR,3.46,3.51,3.51,3.46,3.52,59760.0,92483.0,69282.0,5.9,3.1,200.0,19.9,744000000000.0,211200000.0,8.7,0.9,2.0,296.0,1.903225806451613,2283.662943459879,BM
AGX,29.8,29.8,0.0,0.0,0.0,0.0,271.0,1840.0,36.7,17.6,0.0,0.0,322000000000.0,10800000.0,0.0,0.0,18.0,0.0,2.085227272727273,39852.39852398524,BM
ALT,12.4,12.4,0.0,0.0,0.0,0.0,710.0,30.0,15.6,11.3,1200.0,10.6,77000000000.0,5740000.0,36.4,-0.12,3.0,1187.0,1.3805309734513274,8084.507042253521,BM
ALV,3.1,3.1,0.0,0.0,0.0,0.0,9938.0,3211.0,10.4,1.9,1900.0,1.6,10000000000.0,3160000.0,20.4,1.11,11.0,2577.0,5.473684210526316,317.97142282149326,BM
AMC,23.5,23.5,0.0,0.0,0.0,0.0,876.0,1420.0,24.7,17.5,3800.0,6.2,67000000000.0,2850000.0,16.5,0.59,23.0,4231.0,1.4114285714285715,3253.4246575342468,BM
AMD,2.92,3.04,3.0,2.83,3.0,5540090.0,1009322.0,416375.0,5.6,2.6,400.0,8.6,497000000000.0,163500000.0,11.0,0.92,3.0,224.0,2.1538461538461537,161.98992987371722,BM
AME,14.9,14.9,0.0,0.0,0.0,0.0,176.0,100.0,16.5,7.2,700.0,20.2,179000000000.0,25200000.0,6.6,-0.14,11.0,480.0,2.2916666666666665,143181.81818181818,BM
AMP,19.0,19.0,0.0,0.0,0.0,0.0,27.0,10.0,25.8,16.2,1300.0,15.2,247000000000.0,13000000.0,13.4,0.0,9.0,262.0,1.5925925925925928,481481.48148148146,BM
AMS,8.4,8.4,8.4,8.4,8.4,300.0,2433.0,4337.0,8.6,5.9,800.0,10.4,168000000000.0,20000000.0,13.0,0.0,6.0,934.0,1.4576271186440677,8220.304151253597,BM
AMV,32.5,33.0,32.6,32.5,32.9,24000.0,95701.0,101424.0,39.5,13.2,8100.0,4.1,895000000000.0,27120000.0,21.0,0.84,39.0,1447.0,2.9924242424242427,283.38261878141293,BM
