Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ,Exchange
000001.SS,3096.42,3021.75,3027.8,3009.51,3096.42,1125012236.0,217202.0,0.0,3290.6,2464.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3352540172049991,0.0,BM
A32,25.2,25.2,0.0,0.0,0.0,0.0,50.0,0.0,30.5,22.0,0.0,0.0,171000000000.0,6800000.0,0.0,0.0,20.0,0.0,1.3863636363636365,136000.0,BM
AAA,16.4,16.3,16.3,16.3,16.55,1925760.0,1791341.0,1868697.0,23.0,13.8,1200.0,13.2,2808000000000.0,171200000.0,17.4,0.53,8.0,1538.0,1.6666666666666665,95.5708600428394,BM
AAM,14.4,14.2,14.85,14.0,14.85,9470.0,4224.0,6199.0,14.2,9.5,800.0,19.0,209000000000.0,12640000.0,16.8,0.04,5.0,85.0,1.4947368421052631,2992.4242424242425,BM
AAV,9.7,9.7,9.6,9.5,9.7,106000.0,91650.0,180015.0,28.1,9.4,700.0,13.3,139000000000.0,31870000.0,14.2,0.98,14.0,827.0,2.9893617021276597,347.7359519912711,BM
ABC,9.4,9.1,9.2,9.2,9.4,16500.0,7959.0,24689.0,15.6,6.6,1200.0,8.0,192000000000.0,20390000.0,27.6,0.0,4.0,15755.0,2.3636363636363638,2561.879633119739,BM
ABI,23.9,23.8,23.0,23.0,23.9,300.0,2738.0,200.0,27.5,19.7,2800.0,8.5,908000000000.0,38000000.0,19.8,0.0,14.0,3380.0,1.3959390862944163,13878.743608473338,BM
ABR,4.6,4.6,0.0,0.0,0.0,0.0,2392.0,0.0,10.5,3.0,0.0,0.0,14000000000.0,3000000.0,0.0,0.0,2.0,0.0,3.5,1254.180602006689,BM
ABT,42.5,42.5,0.0,0.0,0.0,0.0,1194.0,1917.0,45.3,30.3,5800.0,7.4,600000000000.0,11560000.0,36.3,0.25,16.0,2368.0,1.4950495049504948,9681.74204355109,BM
ACB,31.9,31.7,31.8,31.7,32.2,3737600.0,2257743.0,2648981.0,44.4,26.0,3500.0,9.1,41106000000000.0,1247170000.0,18.0,1.59,22.0,1698.0,1.7076923076923076,552.3967962695489,BM
