Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ,Exchange
A32,32.3,32.3,32.3,32.3,32.3,0.0,595.0,362.0,38.0,26.7,6190.0,5.2,219600000000.0,6800000.0,35.6,1.47,17.4,0.0,1.4232209737827717,11428.57142857143,BM
AAA,18.05,17.8,17.85,17.75,18.2,4816200.0,6689368.0,9527020.0,18.4,10.1,1330.0,13.4,3947300000000.0,221760000.0,23.5,1.56,5.7,1495.0,1.8217821782178216,33.15111382719563,BM
AAM,13.4,13.5,13.4,13.0,13.5,21900.0,10740.0,62140.0,14.8,9.7,-1900.0,-7.1,141000000000.0,10450000.0,22.2,1.16,-8.6,795.0,1.5257731958762888,972.998137802607,BM
AAS,25.9,25.4,25.8,25.3,26.5,737000.0,1400992.0,1059220.0,25.8,5.6,-400.0,-63.2,784300000000.0,31000000.0,11.4,2.9,-3.5,770.0,4.607142857142858,22.127178456408032,BM
AAT,20.95,21.0,20.75,20.6,21.15,840700.0,959829.0,1258570.0,21.5,12.9,880.0,23.9,730800000000.0,34800000.0,12.9,2.94,6.8,110.0,1.6666666666666665,36.256458181613596,BM
AAV,29.1,30.0,29.6,28.5,29.9,1552100.0,983000.0,1595473.0,32.1,6.1,1580.0,19.0,956200000000.0,31870000.0,12.7,1.7,5.6,874.0,5.262295081967213,32.421159715157685,BM
ABB,20.9,21.0,21.1,20.8,21.1,860300.0,2046652.0,3141467.0,25.0,10.8,2800.0,7.5,11940400000000.0,571310000.0,16.7,2.55,16.8,422.0,2.314814814814815,279.14369418933944,BM
ABC,15.1,15.1,14.8,14.7,15.1,147300.0,33576.0,87708.0,20.6,10.8,1230.0,12.4,312000000000.0,20390000.0,18.2,1.4,6.8,1506.0,1.9074074074074074,607.2790088158208,BM
ABI,64.5,64.5,64.5,64.1,64.9,41300.0,105415.0,72872.0,72.1,33.7,7740.0,8.4,2462400000000.0,38000000.0,29.7,1.09,26.0,6384.0,2.1394658753709197,360.48000758905283,BM
ABR,22.9,21.2,22.9,22.9,22.9,100.0,1839.0,6770.0,32.6,19.0,840.0,25.1,422000000000.0,20000000.0,12.3,1.22,6.8,0.0,1.7157894736842105,10875.475802066341,BM
ABS,28.65,29.1,28.9,28.3,29.0,1058200.0,1061742.0,3054660.0,74.0,11.0,1370.0,21.2,1089500000000.0,37440000.0,24.3,1.74,5.6,683.0,6.7272727272727275,35.262803958023696,BM
ABT,34.05,36.6,34.05,34.05,36.0,3700.0,2735.0,2310.0,36.8,25.8,2390.0,15.3,423000000000.0,11560000.0,46.2,0.76,5.2,4213.0,1.4263565891472867,4226.691042047532,BM
ACB,32.95,33.15,33.15,32.8,33.2,1944400.0,7255863.0,5762140.0,38.0,20.5,4490.0,7.4,89569600000000.0,2701950000.0,14.9,1.29,24.0,2853.0,1.853658536585366,372.38161745887425,BM
ACC,23.6,24.05,24.0,23.6,24.1,209800.0,85776.0,197980.0,25.4,12.6,3860.0,6.2,394400000000.0,16399999.999999998,28.4,1.26,13.6,0.0,2.015873015873016,191.1956724491699,BM
ACE,42.5,42.1,42.3,42.3,42.5,1500.0,3019.0,1255.0,43.2,24.3,6250.0,6.7,128400000000.0,3050000.0,23.8,1.12,26.3,0.0,1.777777777777778,1010.2683007618416,BM
ACG,113.4,113.5,113.0,111.1,114.1,102400.0,74248.0,89230.0,119.7,102.0,9840.0,11.5,9922000000000.0,87650000.0,41.2,1.78,23.9,0.0,1.173529411764706,1180.5031785367958,BM
