Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ,Exchange
000001.SS,3624.24,3606.75,3605.36,3591.02,3637.1,2669335928.0,1373214.0,10347943.0,3621.3,2660.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3612886249154201,0.0,BM
A32,34.1,34.7,34.0,34.0,34.1,400.0,285.0,490.0,49.7,20.1,0.0,0.0,232000000000.0,6800000.0,0.0,0.0,21.0,0.0,2.472636815920398,23859.64912280702,BM
AAA,14.7,14.45,14.5,14.35,14.9,3162000.0,2603779.0,3590020.0,15.8,8.6,1500.0,10.0,3260000000000.0,221760000.0,18.8,1.02,7.0,2870.0,1.8372093023255816,85.16851852634191,BM
AAM,11.5,11.5,11.5,11.05,11.5,1100.0,1757.0,2680.0,12.2,10.1,-300.0,-34.0,142000000000.0,12350000.0,19.3,0.33,-2.0,762.0,1.2079207920792079,7029.026750142288,BM
AAS,9.3,9.9,9.8,9.0,9.8,2899900.0,1416575.0,3122479.0,34.2,5.6,100.0,92.1,288000000000.0,31000000.0,12.4,0.0,1.0,1010.0,6.107142857142858,21.88376894975557,BM
AAV,13.8,13.6,13.7,13.3,13.9,368300.0,432841.0,649983.0,15.2,4.3,400.0,34.7,440000000000.0,31870000.0,12.0,1.15,4.0,1433.0,3.5348837209302326,73.6298086364277,BM
ABB,13.3,13.5,13.5,13.1,13.5,634200.0,1612296.0,1541388.0,14.3,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0916030534351147,0.0,BM
ABC,17.8,18.2,17.6,17.6,18.2,32200.0,52397.0,57606.0,20.6,7.2,1800.0,9.7,363000000000.0,20390000.0,28.0,0.0,7.0,1793.0,2.861111111111111,389.1444166650763,BM
ABI,41.7,41.1,41.0,40.7,42.0,91700.0,22183.0,42323.0,43.0,22.2,6600.0,6.3,1585000000000.0,38000000.0,26.0,0.0,25.0,6887.0,1.936936936936937,1713.0234864535907,BM
ABR,29.9,29.9,0.0,0.0,0.0,0.0,992.0,1660.0,41.6,15.0,1200.0,24.3,598000000000.0,20000000.0,10.2,0.0,12.0,0.0,2.7733333333333334,20161.290322580644,BM
ABS,30.3,29.8,30.0,29.2,30.3,133200.0,219429.0,168110.0,30.0,8.4,700.0,41.3,1134000000000.0,37440000.0,10.7,0.85,7.0,449.0,3.571428571428571,170.62466674869776,BM
ABT,32.0,32.4,32.4,32.0,32.4,500.0,1490.0,1310.0,34.6,29.1,1400.0,23.0,451000000000.0,14110000.0,35.6,0.23,4.0,4930.0,1.1890034364261168,9469.798657718122,BM
ACB,28.1,28.65,28.3,28.05,28.5,7683600.0,9433063.0,9148260.0,30.4,13.7,3100.0,9.1,60740000000000.0,2161560000.0,15.2,1.03,20.0,2685.0,2.218978102189781,229.1472027696624,BM
ACC,14.8,15.05,14.1,14.1,15.1,37200.0,32498.0,52450.0,17.2,10.0,1700.0,8.6,148000000000.0,10000000.0,0.0,0.51,20.0,0.0,1.72,307.7112437688473,BM
