date,2. high,5. volume,1. open,3. low,4. close
2000-01-03,116.0,10347700.0,112.44,111.87,116.0
2000-01-04,114.5,8227800.0,114.0,110.87,112.06
2000-01-05,119.75,12733200.0,112.94,112.12,116.0
2000-01-06,118.94,7971900.0,118.0,113.5,114.0
2000-01-07,117.94,11856700.0,117.25,110.62,113.5
2000-01-10,119.37,8540500.0,117.25,115.37,118.0
2000-01-11,121.12,7873300.0,117.87,116.62,119.0
2000-01-12,122.0,6803800.0,119.62,118.25,119.5
2000-01-13,121.0,8489700.0,119.94,115.75,118.25
2000-01-14,123.31,10956600.0,120.94,117.5,119.62
2000-01-18,119.75,7643900.0,119.69,115.0,115.75
2000-01-19,122.0,8634500.0,115.56,112.69,119.5
2000-01-20,124.75,17783400.0,123.0,119.0,119.0
2000-01-21,123.0,7868700.0,121.87,119.94,121.5
2000-01-24,122.87,6499200.0,121.87,116.56,121.5
2000-01-25,119.5,6936900.0,116.75,116.0,119.12
2000-01-26,119.94,4895100.0,119.06,116.0,116.75
2000-01-27,118.44,8324600.0,118.0,111.62,113.5
2000-01-28,114.19,6669400.0,112.75,110.06,111.56
2000-01-31,112.81,6202700.0,111.37,109.62,112.25
2000-02-01,113.44,7304700.0,112.37,109.12,110.0
2000-02-02,115.81,7707700.0,112.0,110.37,113.5
2000-02-03,117.5,6213800.0,115.0,114.06,117.12
2000-02-04,118.44,5405300.0,118.19,114.81,115.62
2000-02-07,116.87,5779500.0,116.0,113.12,114.12
2000-02-08,119.0,5464300.0,116.94,116.19,118.81
2000-02-09,119.75,5374700.0,119.0,117.0,117.37
2000-02-10,119.12,4446600.0,117.69,116.87,119.12
2000-02-11,119.44,5749400.0,119.06,114.56,115.37
2000-02-14,116.37,4544000.0,116.0,114.5,116.06
2000-02-15,117.44,5177500.0,115.87,113.87,117.12
2000-02-16,117.31,3966900.0,116.5,115.25,115.75
2000-02-17,118.87,5237500.0,116.5,115.75,116.75
2000-02-18,115.94,7673400.0,115.25,111.5,112.5
2000-02-22,113.44,7654800.0,112.0,108.75,111.0
2000-02-23,110.5,7435300.0,110.5,108.5,108.75
2000-02-24,111.0,9112000.0,108.81,108.19,110.5
2000-02-25,109.87,10312200.0,109.87,104.94,108.0
2000-02-28,106.5,8479900.0,104.62,103.94,104.5
2000-02-29,105.56,10484900.0,105.56,100.94,102.75
2000-03-01,105.5,10807800.0,102.0,100.06,100.25
2000-03-02,105.44,11192900.0,100.5,99.5,103.12
2000-03-03,110.0,10162800.0,107.25,106.06,108.0
2000-03-06,111.0,10747400.0,109.94,101.0,103.06
2000-03-07,107.0,10035100.0,106.0,101.69,103.0
2000-03-08,106.87,8376400.0,103.0,102.75,106.25
2000-03-09,108.0,6334100.0,106.5,104.12,108.0
2000-03-10,109.0,7093200.0,107.62,105.0,105.25
