date,2. high,5. volume,1. open,3. low,4. close
2018-04-03,169.0,30526507.0,165.9,148.26,149.01
2018-04-04,148.93,11702875.0,140.0,135.51,144.22
2018-04-05,152.41,7372840.0,149.23,141.25,143.99
2018-04-06,148.73,4228091.0,146.07,144.67,147.92
2018-04-09,151.0,2051432.0,149.5,148.59,150.0
2018-04-10,156.74,2979958.0,152.0,151.1327,154.9
2018-04-11,154.15,1873960.0,154.0,147.5,149.57
2018-04-12,151.0,1373985.0,150.25,148.65,149.1
2018-04-13,150.42,1608056.0,149.8,148.05,149.0
2018-04-16,150.0,1454716.0,150.0,142.74,144.32
2018-04-17,149.84,1743529.0,146.02,146.0,148.49
2018-04-18,155.99,2235263.0,149.94,149.56,154.91
2018-04-19,155.03,1057197.0,154.4,152.01,153.47
2018-04-20,159.0,2339028.0,152.35,151.23,158.45
2018-04-23,160.68,2436489.0,159.4,154.606,158.04
2018-04-24,159.26,1180356.0,159.0,153.52,155.07
2018-04-25,154.6,1884547.0,153.95,150.0592,153.33
2018-04-26,157.8,1277163.0,153.0,151.32,156.6
2018-04-27,160.0,1737785.0,157.37,157.0,159.98
2018-04-30,162.88,3638394.0,161.51,159.7,161.67
2018-05-01,165.17,2963882.0,162.12,161.2101,164.88
2018-05-02,171.23,6942756.0,166.52,166.0,170.0
2018-05-03,161.11,11094790.0,154.121,151.11,160.38
2018-05-04,161.11,4292560.0,161.11,152.56,154.26
2018-05-07,154.71,5623726.0,154.5,148.061,150.0
2018-05-08,154.65,2460300.0,151.02,150.26,150.64
2018-05-09,150.97,1857367.0,150.52,148.49,150.07
2018-05-10,159.95,3606635.0,151.4,150.35,158.13
2018-05-11,158.24,1601292.0,158.0,155.28,156.77
2018-05-14,164.95,4753257.0,159.48,156.77,159.97
2018-05-15,160.99,2976152.0,156.75,155.324,158.71
2018-05-16,163.0,2077833.0,158.16,158.08,161.39
2018-05-17,159.48,2470912.0,159.17,156.75,158.76
2018-05-18,160.05,4157545.0,160.0,150.78,150.8
2018-05-21,153.74,1948712.0,153.36,149.98,150.22
2018-05-22,153.39,1194378.0,150.63,150.05,150.43
2018-05-23,154.56,1202589.0,150.43,150.0,154.37
2018-05-24,156.865,1083312.0,154.32,153.34,154.59
2018-05-25,157.75,1288458.0,155.71,154.7,156.6
2018-05-29,156.56,1314252.0,156.1,152.63,154.62
2018-05-30,156.93,1085629.0,156.6,153.71,156.38
2018-05-31,158.845,1446790.0,156.82,155.15,157.71
2018-06-01,161.81,1952391.0,158.9,157.35,159.24
2018-06-04,162.97,2016902.0,159.54,158.1,162.83
2018-06-05,165.06,1694408.0,162.5,161.23,164.96
2018-06-06,165.64,2263919.0,164.09,159.205,165.64
2018-06-08,170.0,1106072.0,165.5,165.04,169.915
