date,2. high,5. volume,1. open,3. low,4. close
2006-11-17,25.18,18358000.0,24.5,23.5,24.74
2006-11-20,25.67,1689000.0,24.69,24.29,25.0
2006-11-21,25.19,1179900.0,25.0,24.31,24.6
2006-11-22,26.88,1260800.0,24.57,24.5,26.88
2006-11-24,27.96,350300.0,27.0,26.88,27.75
2006-11-27,28.5,910500.0,28.39,27.92,28.35
2006-11-28,28.9,587500.0,28.53,27.75,28.17
2006-11-29,28.95,414700.0,28.5,28.0,28.27
2006-11-30,28.8,245700.0,28.8,28.0,28.3
2006-12-01,28.3,257300.0,28.3,27.56,27.89
2006-12-04,28.4,483000.0,28.0,27.56,27.88
2006-12-05,27.89,782400.0,27.62,26.4,27.08
2006-12-06,27.63,138300.0,26.8,26.77,27.2
2006-12-07,27.74,155100.0,27.7,27.32,27.32
2006-12-08,27.57,55300.0,27.5,27.2,27.53
2006-12-11,28.4,232600.0,27.32,27.32,27.95
2006-12-12,28.2,371700.0,28.2,26.91,27.2
2006-12-13,28.11,547700.0,27.3,26.5,27.64
2006-12-14,28.62,837700.0,27.62,27.32,27.93
2006-12-15,29.28,2069200.0,28.36,27.77,29.05
2006-12-18,29.87,738900.0,29.32,28.42,28.59
2006-12-19,28.2,470800.0,28.0,26.5401,27.79
2006-12-20,28.92,284200.0,27.88,27.01,27.78
2006-12-21,27.85,616700.0,27.5,26.66,26.69
2006-12-22,27.7,151200.0,26.99,26.86,27.53
2006-12-26,28.34,87500.0,27.63,27.04,27.1
2006-12-27,28.81,788300.0,28.24,27.74,28.81
2006-12-28,29.98,1396200.0,28.72,28.0,29.86
2006-12-29,30.0,355500.0,29.99,29.02,29.84
2007-01-03,30.29,487000.0,30.17,28.2,28.5
2007-01-04,28.84,325500.0,28.11,28.0,28.75
2007-01-05,28.65,524300.0,28.65,27.73,28.15
2007-01-08,29.0,317000.0,28.26,28.26,28.9
2007-01-09,29.77,232800.0,29.0,28.95,29.27
2007-01-10,29.67,267700.0,29.22,29.09,29.16
2007-01-11,29.73,362400.0,29.19,28.75,29.34
2007-01-12,29.61,176400.0,29.27,29.27,29.53
2007-01-16,30.47,214600.0,29.56,29.0,29.27
2007-01-17,29.26,256800.0,29.26,28.85,29.02
2007-01-18,29.56,258300.0,29.27,28.05,28.32
2007-01-19,28.32,353000.0,28.24,27.7,27.71
2007-01-22,28.13,400700.0,27.75,27.54,27.88
2007-01-23,29.38,504100.0,28.0,27.87,28.85
2007-01-24,29.15,211200.0,29.07,28.42,29.15
2007-01-25,30.3,472400.0,29.25,29.24,29.43
2007-01-26,29.73,211000.0,29.71,28.89,29.14
2007-01-29,31.44,569100.0,29.15,29.0,31.14
2007-01-30,33.89,990200.0,31.1,30.86,32.72
2007-01-31,33.14,460500.0,32.65,32.06,32.37
2007-02-01,33.03,142700.0,32.53,32.09,32.66
2007-02-02,33.19,461100.0,32.79,31.16,31.2
2007-02-05,33.99,456100.0,31.2,31.1401,32.78
2007-02-06,33.93,246400.0,33.11,32.5,32.81
2007-02-07,33.73,241900.0,32.79,32.55,33.44
2007-02-08,34.47,350400.0,33.73,32.96,33.79
2007-02-09,33.99,478000.0,33.91,32.6,32.86
2007-02-12,33.77,344500.0,32.91,32.6,33.1
2007-02-13,34.74,1109700.0,33.52,33.0,34.28
2007-02-14,44.85,5903700.0,40.38,40.01,43.72
2007-02-15,46.86,2143800.0,44.08,42.87,44.98
2007-02-16,45.75,432000.0,45.05,44.53,45.26
2007-02-20,49.95,1228600.0,44.97,44.9,49.21
2007-02-21,51.89,1788000.0,49.15,48.34,51.19
2007-02-22,51.57,1057400.0,51.2,48.25,49.2
2007-02-23,49.97,936000.0,49.01,47.26,49.43
2007-02-26,52.7,1293800.0,49.7,49.7,51.85
2007-02-27,51.186,1729900.0,49.5,48.27,49.01
2007-02-28,51.0,1582900.0,49.55,46.89,47.75
2007-03-01,48.86,939500.0,46.15,45.2,47.88
2007-03-02,48.82,786900.0,47.53,45.85,46.27
2007-03-05,45.21,1155300.0,45.0,42.6,44.1301
2007-03-06,46.44,1133800.0,45.36,45.0,46.3
2007-03-07,47.96,761800.0,46.24,45.77,47.62
2007-03-08,52.07,1892500.0,49.73,49.64,51.87
2007-03-09,54.1,1499400.0,52.69,51.94,52.06
2007-03-12,57.94,2414100.0,51.99,51.61,57.91
2007-03-13,57.59,2632800.0,57.59,52.73,53.72
2007-03-14,55.45,2063300.0,53.53,51.4,54.46
2007-03-15,55.65,1656400.0,55.65,52.1,52.69
2007-03-16,52.83,1734200.0,52.83,50.23,51.52
2007-03-19,53.75,1144200.0,53.21,52.0,52.5
2007-03-20,54.14,1159600.0,52.49,51.7101,52.3
2007-03-21,54.71,1404900.0,52.3,52.0,54.5
2007-03-22,59.23,3087000.0,55.4,55.28,58.14
2007-03-23,59.88,1642800.0,58.98,57.9,58.25
2007-03-26,59.58,1356900.0,59.09,55.74,57.01
2007-03-27,58.48,2643900.0,58.18,54.89,55.44
2007-03-28,55.6501,1287000.0,54.9,54.06,54.5
2007-03-29,56.25,1643400.0,55.87,53.0,53.2
2007-03-30,54.02,1334400.0,53.2,51.5,52.01
2007-04-02,55.9,1700900.0,52.1,52.08,55.89
2007-04-03,56.75,1175100.0,55.88,54.49,55.75
2007-04-04,57.7,1205300.0,55.43,55.01,57.29
2007-04-05,58.46,882800.0,57.09,56.3,56.46
2007-04-09,58.4,958900.0,57.43,56.0,57.51
2007-04-10,61.2,2578400.0,57.47,57.04,60.15
2007-04-11,63.19,3055800.0,61.28,60.72,62.23
2007-04-12,63.5,1352000.0,61.73,60.85,62.91
2007-04-13,63.7,1646200.0,63.29,60.9,61.258
2007-04-16,65.13,2134700.0,61.87,61.34,64.9399
2007-04-17,64.24,1993100.0,64.24,62.12,62.39
2007-04-18,63.24,1710900.0,61.8,60.63,61.76
2007-04-19,62.3,1528000.0,60.55,59.25,60.17
2007-04-20,62.0,1156300.0,61.92,59.93,60.91
2007-04-23,64.0,1369200.0,61.16,61.02,63.14
2007-04-24,64.1,1052700.0,63.66,62.2,63.67
2007-04-25,65.6,1731400.0,64.0,63.1,64.89
2007-04-26,65.56,1093100.0,65.06,63.48,63.95
2007-04-27,63.7388,821300.0,63.0,61.77,63.64
2007-04-30,63.8,1576100.0,63.68,59.4701,59.99
2007-05-01,58.99,3315500.0,58.99,54.2,55.04
2007-05-02,59.49,2191100.0,56.57,56.28,58.9
2007-05-03,59.62,1998500.0,59.28,57.1,57.95
2007-05-04,67.5,6099600.0,61.545,61.48,66.7
2007-05-07,70.44,4185400.0,66.95,65.77,69.63
2007-05-08,70.09,2035700.0,68.85,67.92,68.82
2007-05-09,69.0,1422500.0,68.01,67.68,68.58
2007-05-10,72.48,2975600.0,68.0,67.95,68.7
2007-05-11,69.95,2043500.0,69.17,66.92,67.87
2007-05-14,68.95,1937600.0,67.96,64.99,65.26
2007-05-15,66.7,2245300.0,64.93,62.98,63.37
2007-05-16,64.83,2283600.0,63.62,61.9,64.126
2007-05-17,65.99,1572400.0,63.86,63.46,65.17
2007-05-18,64.4,3615300.0,63.96,62.3064,63.42
2007-05-21,63.8,2553100.0,62.5,61.48,62.03
2007-05-22,65.63,2567600.0,62.03,61.43,64.9
2007-05-23,67.71,2455900.0,65.84,65.1602,65.87
2007-05-24,67.42,1784100.0,66.02,64.25,65.03
2007-05-25,66.85,984300.0,65.56,65.3,66.72
