Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,184.820007,185.71000700000002,183.740005,184.929993,183.17434699999998,421400
2017-01-04,185.309998,186.429993,184.449997,185.28999299999998,183.530945,436900
2017-01-05,184.679993,186.990005,184.300003,185.270004,183.858429,342700
2017-01-06,187.149994,189.190002,186.419998,187.869995,186.438599,647800
2017-01-09,188.03999299999998,188.03999299999998,185.970001,186.309998,184.890503,285300
2017-01-10,185.630005,186.429993,184.550003,186.0,184.582855,500700
2017-01-11,185.71000700000002,189.78999299999998,185.059998,188.970001,187.530228,670500
2017-01-12,188.759995,188.759995,185.630005,187.66000400000001,186.230209,446300
2017-01-13,189.509995,190.009995,188.119995,188.5,187.063828,622500
2017-01-17,188.050003,188.389999,185.429993,186.020004,184.602707,381800
2017-01-18,186.720001,189.08999599999999,185.330002,186.91000400000001,185.485931,709600
2017-01-19,187.649994,188.220001,185.100006,185.419998,184.007278,341500
2017-01-20,186.119995,186.869995,185.110001,186.220001,184.80119299999998,464100
2017-01-23,185.850006,186.71000700000002,185.119995,186.360001,184.940109,669000
2017-01-24,186.699997,188.479996,186.009995,187.880005,186.448532,491200
2017-01-25,188.550003,190.899994,188.199997,190.580002,189.12796,602600
2017-01-26,191.009995,191.940002,189.5,190.440002,188.98902900000002,457100
2017-01-27,191.119995,191.119995,189.520004,190.75,189.296677,289900
2017-01-30,190.110001,190.479996,188.360001,190.399994,188.949326,436200
2017-01-31,190.16000400000001,191.940002,189.580002,191.850006,190.38828999999998,739700
2017-02-01,192.070007,192.75,190.449997,191.360001,189.90202299999999,493000
2017-02-02,190.360001,191.899994,189.740005,191.759995,190.29896499999998,352100
2017-02-03,192.21000700000002,192.919998,191.440002,192.860001,191.390594,566100
2017-02-06,192.28999299999998,192.990005,191.320007,192.699997,191.23181200000002,376500
2017-02-07,193.270004,193.33999599999999,191.669998,192.350006,190.884491,428000
2017-02-08,192.490005,193.110001,191.220001,193.009995,191.53945900000002,483600
2017-02-09,195.080002,205.690002,194.029999,202.199997,200.659424,1325000
2017-02-10,203.5,205.779999,203.009995,204.559998,203.00145,849200
2017-02-13,205.91000400000001,207.380005,204.630005,205.740005,204.17247,573500
2017-02-14,205.490005,206.690002,204.96000700000002,205.369995,203.805267,461500
2017-02-15,204.21000700000002,207.600006,203.83999599999999,206.740005,205.16485600000001,413400
2017-02-16,206.949997,207.130005,204.470001,206.809998,205.234299,497700
2017-02-17,206.490005,207.220001,205.279999,207.139999,205.561798,1076800
2017-02-21,207.619995,207.869995,205.970001,207.380005,205.799973,497000
2017-02-22,206.649994,208.970001,206.649994,207.869995,206.286224,402300
2017-02-23,209.830002,210.169998,207.330002,209.449997,207.85420200000002,557100
2017-02-24,209.220001,210.0,208.46000700000002,209.91000400000001,208.310699,624900
2017-02-27,209.830002,210.559998,208.729996,210.039993,208.439682,845000
2017-02-28,210.039993,211.99000499999997,208.33999599999999,209.199997,207.60609399999998,645300
2017-03-01,211.67999300000002,213.330002,210.669998,212.960007,211.33746299999999,506000
2017-03-02,212.830002,213.38999900000002,211.58999599999999,212.77999900000003,211.158829,342400
2017-03-03,211.42999300000002,213.05000299999998,211.270004,212.850006,211.22828700000002,290900
2017-03-06,211.92999300000002,213.24000499999997,211.229996,212.330002,210.712265,281900
2017-03-07,211.86000099999998,212.960007,211.32000699999998,211.75,210.136673,598300
2017-03-08,211.19999700000002,211.86999500000002,210.05000299999998,210.27999900000003,208.677887,637300
2017-03-09,210.520004,211.690002,210.11999500000002,210.61999500000002,209.015289,443700
2017-03-10,210.830002,212.55000299999998,209.770004,211.36999500000002,209.759567,369200
2017-03-13,211.00999500000003,211.74000499999997,210.08999599999999,211.16000400000001,209.551178,699300
2017-03-14,210.49000499999997,211.539993,209.88999900000002,211.30000299999998,209.690109,453300
2017-03-15,211.5,214.41000400000001,211.13999900000002,213.92999300000002,212.30003399999998,526600
2017-03-16,213.67999300000002,214.440002,210.72000099999997,210.94999700000002,209.342758,627600
2017-03-17,211.16000400000001,211.669998,209.99000499999997,210.940002,209.332855,742000
2017-03-20,211.059998,211.330002,210.020004,210.229996,208.628265,279000
2017-03-21,211.210007,211.210007,207.979996,208.0,206.415253,491800
2017-03-22,208.669998,209.529999,207.440002,208.690002,207.099991,340700
2017-03-23,208.830002,209.029999,207.009995,207.46000700000002,205.87936399999998,673400
2017-03-24,206.509995,207.740005,205.580002,206.5,204.92666599999998,607700
2017-03-27,204.440002,205.389999,203.5,204.990005,203.428192,706700
2017-03-28,204.429993,208.699997,204.300003,207.360001,205.780136,491700
2017-03-29,206.889999,208.190002,206.649994,207.529999,205.94880700000002,315500
2017-03-30,207.28999299999998,209.009995,207.199997,208.929993,207.33813500000002,396800
